# Species	Genes	Alg.-Conn.	042.fasta	11368.fasta	2a301.fasta	ATCC8739.fasta	IAI39.fasta	O55H7.fasta	S88.fasta	Ss046.fasta	W.fasta
9	9	0.887	lcl|FN554766.1_prot_CBG32988.1_154	lcl|AP010953.1_prot_BAI23518.1_159	lcl|NC_004337.2_prot_NP_706104.2_143	lcl|NZ_CP022959.1_prot_WP_001295564.1_3642	lcl|NC_011750.1_prot_WP_001295564.1_169	lcl|CP003109.1_prot_AEZ38786.1_151	lcl|CU928161.2_prot_CAR01532.1_163	lcl|CP000038.1_prot_AAZ86961.1_163	lcl|NC_017635.1_prot_WP_001295564.1_156
9	9	0.887	lcl|FN554766.1_prot_CBG32998.1_164	lcl|AP010953.1_prot_BAI23529.1_170	lcl|NC_004337.2_prot_NP_706113.1_151	lcl|NZ_CP022959.1_prot_WP_001018194.1_3631	lcl|NC_011750.1_prot_WP_001018194.1_179	lcl|CP003109.1_prot_AEZ38796.1_161	lcl|CU928161.2_prot_CAR01542.1_173	lcl|CP000038.1_prot_AAZ86972.1_174	lcl|NC_017635.1_prot_WP_001018194.1_166
9	9	0.887	lcl|FN554766.1_prot_CBG33001.1_167	lcl|AP010953.1_prot_BAI23532.1_173	lcl|NC_004337.2_prot_NP_706116.1_154	lcl|NZ_CP022959.1_prot_WP_000224573.1_3628	lcl|NC_011750.1_prot_WP_000224573.1_182	lcl|CP003109.1_prot_AEZ38799.1_164	lcl|CU928161.2_prot_CAR01546.1_176	lcl|CP000038.1_prot_AAZ86975.1_177	lcl|NC_017635.1_prot_WP_000224573.1_169
9	9	0.887	lcl|FN554766.1_prot_CBG33034.1_200	lcl|AP010953.1_prot_BAI23565.1_208	lcl|NC_004337.2_prot_NP_706150.1_188	lcl|NZ_CP022959.1_prot_WP_001230983.1_3595	lcl|NC_011750.1_prot_WP_001230983.1_437	lcl|CP003109.1_prot_AEZ38832.1_197	lcl|CU928161.2_prot_CAR01579.1_209	lcl|CP000038.1_prot_AAZ87008.1_210	lcl|NC_017635.1_prot_WP_001230983.1_202
9	9	0.887	lcl|FN554766.1_prot_CBG33073.1_239	lcl|AP010953.1_prot_BAI23589.1_239	lcl|NC_004337.2_prot_NP_706226.2_257	lcl|NZ_CP022959.1_prot_WP_000333379.1_3536	lcl|NC_011750.1_prot_WP_000333380.1_426	lcl|CP003109.1_prot_AEZ38876.1_241	lcl|CU928161.2_prot_CAR01615.1_245	lcl|CP000038.1_prot_AAZ87049.1_251	lcl|NC_017635.1_prot_WP_000333380.1_238
9	9	0.887	lcl|FN554766.1_prot_CBG33122.1_288	lcl|AP010953.1_prot_BAI23636.1_289	lcl|NC_004337.2_prot_NP_706231.1_262	lcl|NZ_CP022959.1_prot_WP_001226164.1_3487	lcl|NC_011750.1_prot_WP_001226167.1_417	lcl|CP003109.1_prot_AEZ38884.1_249	lcl|CU928161.2_prot_CAR01621.1_251	lcl|CP000038.1_prot_AAZ87058.1_260	lcl|NC_017635.1_prot_WP_001226182.1_339
9	9	0.887	lcl|FN554766.1_prot_CBG33132.1_298	lcl|AP010953.1_prot_BAI23642.1_295	lcl|NC_004337.2_prot_NP_706239.1_269	lcl|NZ_CP022959.1_prot_WP_000189541.1_3479	lcl|NC_011750.1_prot_WP_000189541.1_411	lcl|CP003109.1_prot_AEZ38892.1_257	lcl|CU928161.2_prot_CAR01629.1_259	lcl|CP000038.1_prot_AAZ87064.1_266	lcl|NC_017635.1_prot_WP_000189543.1_345
9	9	0.887	lcl|FN554766.1_prot_CBG33283.1_449	lcl|AP010953.1_prot_BAI23786.1_447	lcl|NC_004337.2_prot_NP_706303.2_328	lcl|NZ_CP022959.1_prot_WP_001021161.1_3345	lcl|NC_011750.1_prot_WP_001021161.1_267	lcl|CP003109.1_prot_AEZ39130.1_495	lcl|CU928161.2_prot_CAR01758.1_388	lcl|CP000038.1_prot_AAZ87168.1_370	lcl|NC_017635.1_prot_WP_001021161.1_482
9	9	0.887	lcl|FN554766.1_prot_CBG33305.1_471	lcl|AP010953.1_prot_BAI23810.1_471	lcl|NC_004337.2_prot_NP_706330.1_352	lcl|NZ_CP022959.1_prot_WP_001198386.1_3324	lcl|NC_011750.1_prot_WP_001198386.1_243	lcl|CP003109.1_prot_AEZ39154.1_519	lcl|CU928161.2_prot_CAR01780.1_410	lcl|CP000038.1_prot_AAZ87195.1_397	lcl|NC_017635.1_prot_WP_001198386.1_506
9	9	0.887	lcl|FN554766.1_prot_CBG33306.1_472	lcl|AP010953.1_prot_BAI23811.1_472	lcl|NC_004337.2_prot_NP_706331.2_353	lcl|NZ_CP022959.1_prot_WP_000122253.1_3323	lcl|NC_011750.1_prot_WP_000122253.1_242	lcl|CP003109.1_prot_AEZ39155.1_520	lcl|CU928161.2_prot_CAR01781.1_411	lcl|CP000038.1_prot_AAZ87196.1_398	lcl|NC_017635.1_prot_WP_000122253.1_507
9	9	0.887	lcl|FN554766.1_prot_CBG33309.1_475	lcl|AP010953.1_prot_BAI23814.1_475	lcl|NC_004337.2_prot_NP_706334.1_356	lcl|NZ_CP022959.1_prot_WP_254892905.1_3320	lcl|NC_011750.1_prot_WP_254892905.1_239	lcl|CP003109.1_prot_AEZ39159.1_524	lcl|CU928161.2_prot_CAR01784.1_414	lcl|CP000038.1_prot_AAZ87199.1_401	lcl|NC_017635.1_prot_WP_254892905.1_510
9	9	0.887	lcl|FN554766.1_prot_CBG33320.1_486	lcl|AP010953.1_prot_BAI23825.1_486	lcl|NC_004337.2_prot_NP_706345.1_367	lcl|NZ_CP022959.1_prot_WP_000685029.1_3293	lcl|NC_011750.1_prot_WP_000685029.1_228	lcl|CP003109.1_prot_AEZ39170.1_535	lcl|CU928161.2_prot_CAR01795.1_425	lcl|CP000038.1_prot_AAZ87215.1_417	lcl|NC_017635.1_prot_WP_000685029.1_521
9	9	0.887	lcl|FN554766.1_prot_CBG33341.1_507	lcl|AP010953.1_prot_BAI23847.1_508	lcl|NC_004337.2_prot_NP_706366.1_388	lcl|NZ_CP022959.1_prot_WP_000678201.1_3271	lcl|NC_011750.1_prot_WP_000678196.1_205	lcl|CP003109.1_prot_AEZ39191.1_556	lcl|CU928161.2_prot_CAR01817.1_447	lcl|CP000038.1_prot_AAZ87236.1_438	lcl|NC_017635.1_prot_WP_000678194.1_543
9	9	0.887	lcl|FN554766.1_prot_CBG33342.1_508	lcl|AP010953.1_prot_BAI23848.1_509	lcl|NC_004337.2_prot_NP_706367.2_389	lcl|NZ_CP022959.1_prot_WP_001220233.1_3270	lcl|NC_011750.1_prot_WP_001313630.1_204	lcl|CP003109.1_prot_AEZ39192.1_557	lcl|CU928161.2_prot_CAR01818.1_448	lcl|CP000038.1_prot_AAZ87237.1_439	lcl|NC_017635.1_prot_WP_001220233.1_544
9	9	0.887	lcl|FN554766.1_prot_CBG33367.1_533	lcl|AP010953.1_prot_BAI23864.1_525	lcl|NC_004337.2_prot_NP_706383.1_405	lcl|NZ_CP022959.1_prot_WP_001157540.1_3253	lcl|NC_011750.1_prot_WP_001298568.1_458	lcl|CP003109.1_prot_AEZ39216.1_581	lcl|CU928161.2_prot_CAR01841.1_471	lcl|CP000038.1_prot_AAZ87255.1_457	lcl|NC_017635.1_prot_WP_001157550.1_561
9	9	0.887	lcl|FN554766.1_prot_CBG33446.1_612	lcl|AP010953.1_prot_BAI23987.1_658	lcl|NC_004337.2_prot_NP_706439.1_459	lcl|NZ_CP022959.1_prot_WP_001034911.1_3186	lcl|NC_011750.1_prot_WP_001034926.1_554	lcl|CP003109.1_prot_AEZ39346.1_711	lcl|CU928161.2_prot_CAR01964.1_593	lcl|CP000038.1_prot_AAZ87302.1_504	lcl|NC_017635.1_prot_WP_001034879.1_635
9	9	0.887	lcl|FN554766.1_prot_CBG33453.1_619	lcl|AP010953.1_prot_BAI23994.1_665	lcl|NC_004337.2_prot_NP_706446.1_466	lcl|NZ_CP022959.1_prot_WP_001295314.1_3179	lcl|NC_011750.1_prot_WP_012602221.1_561	lcl|CP003109.1_prot_AEZ39353.1_718	lcl|CU928161.2_prot_CAR01971.1_600	lcl|CP000038.1_prot_AAZ87309.1_511	lcl|NC_017635.1_prot_WP_001295314.1_642
9	9	0.887	lcl|FN554766.1_prot_CBG33469.1_635	lcl|AP010953.1_prot_BAI24010.1_681	lcl|NC_004337.2_prot_NP_706463.1_483	lcl|NZ_CP022959.1_prot_WP_000052796.1_3163	lcl|NC_011750.1_prot_WP_000052796.1_577	lcl|CP003109.1_prot_AEZ39369.1_734	lcl|CU928161.2_prot_CAR01988.1_617	lcl|CP000038.1_prot_AAZ87324.1_526	lcl|NC_017635.1_prot_WP_000052796.1_658
9	9	0.887	lcl|FN554766.1_prot_CBG33475.1_641	lcl|AP010953.1_prot_BAI24017.1_688	lcl|NC_004337.2_prot_YP_008439231.1_489	lcl|NZ_CP022959.1_prot_WP_000062457.1_3155	lcl|NC_011750.1_prot_WP_000062473.1_583	lcl|CP003109.1_prot_AEZ39377.1_742	lcl|CU928161.2_prot_CAR01995.1_624	lcl|CP000038.1_prot_AAZ87332.1_534	lcl|NC_017635.1_prot_WP_000062452.1_666
9	9	0.887	lcl|FN554766.1_prot_CBG33512.1_678	lcl|AP010953.1_prot_BAI24053.1_726	lcl|NC_004337.2_prot_NP_706560.2_578	lcl|NZ_CP022959.1_prot_WP_001207501.1_3118	lcl|NC_011750.1_prot_WP_001207533.1_613	lcl|CP003109.1_prot_AEZ39413.1_778	lcl|CU928161.2_prot_CAR02026.1_654	lcl|CP000038.1_prot_AAZ87371.1_573	lcl|NC_017635.1_prot_WP_001207522.1_703
9	9	0.887	lcl|FN554766.1_prot_CBG33515.1_681	lcl|AP010953.1_prot_BAI24056.1_729	lcl|NC_004337.2_prot_NP_706557.1_575	lcl|NZ_CP022959.1_prot_WP_000020941.1_3115	lcl|NC_011750.1_prot_WP_000020949.1_616	lcl|CP003109.1_prot_AEZ39416.1_781	lcl|CU928161.2_prot_CAR02029.1_657	lcl|CP000038.1_prot_AAZ87374.1_576	lcl|NC_017635.1_prot_WP_000020944.1_706
9	9	0.887	lcl|FN554766.1_prot_CBG33519.1_685	lcl|AP010953.1_prot_BAI24060.1_733	lcl|NC_004337.2_prot_NP_706554.1_572	lcl|NZ_CP022959.1_prot_WP_001278605.1_3111	lcl|NC_011750.1_prot_WP_001278605.1_619	lcl|CP003109.1_prot_AEZ39419.1_784	lcl|CU928161.2_prot_CAR02033.1_661	lcl|CP000038.1_prot_AAZ87378.1_580	lcl|NC_017635.1_prot_WP_001278605.1_710
9	9	0.887	lcl|FN554766.1_prot_CBG33538.1_704	lcl|AP010953.1_prot_BAI24079.1_752	lcl|NC_004337.2_prot_NP_706537.2_555	lcl|NZ_CP022959.1_prot_WP_000848387.1_3091	lcl|NC_011750.1_prot_WP_000848387.1_639	lcl|CP003109.1_prot_AEZ39437.1_802	lcl|CU928161.2_prot_CAR02064.1_692	lcl|CP000038.1_prot_AAZ87399.1_601	lcl|NC_017635.1_prot_WP_001349977.1_730
9	9	0.887	lcl|FN554766.1_prot_CBG33569.1_735	lcl|AP010953.1_prot_BAI24114.1_789	lcl|NC_004337.2_prot_NP_706505.1_526	lcl|NZ_CP022959.1_prot_WP_000025458.1_3046	lcl|NC_011750.1_prot_WP_000025458.1_681	lcl|CP003109.1_prot_AEZ39473.1_838	lcl|CU928161.2_prot_CAR02093.1_721	lcl|CP000038.1_prot_AAZ87437.1_639	lcl|NC_017635.1_prot_WP_000025458.1_773
9	9	0.887	lcl|FN554766.1_prot_CBG33600.1_766	lcl|AP010953.1_prot_BAI24136.1_811	lcl|NC_004337.2_prot_NP_706484.1_504	lcl|NZ_CP022959.1_prot_WP_000053415.1_3024	lcl|NC_011750.1_prot_WP_000053406.1_719	lcl|CP003109.1_prot_AEZ39504.1_869	lcl|CU928161.2_prot_CAR02112.1_740	lcl|CP000038.1_prot_AAZ87459.1_661	lcl|NC_017635.1_prot_WP_000053415.1_795
9	9	0.887	lcl|FN554766.1_prot_CBG33694.1_860	lcl|AP010953.1_prot_BAI24225.1_909	lcl|NC_004337.2_prot_NP_706661.1_670	lcl|NZ_CP022959.1_prot_WP_000080885.1_2976	lcl|NC_011750.1_prot_WP_000080885.1_750	lcl|CP003109.1_prot_AEZ39590.1_955	lcl|CU928161.2_prot_CAR02139.1_767	lcl|CP000038.1_prot_AAZ87511.1_713	lcl|NC_017635.1_prot_WP_000080885.1_822
9	9	0.887	lcl|FN554766.1_prot_CBG33697.1_863	lcl|AP010953.1_prot_BAI24228.1_912	lcl|NC_004337.2_prot_NP_706664.2_673	lcl|NZ_CP022959.1_prot_WP_000373624.1_2973	lcl|NC_011750.1_prot_WP_001361291.1_753	lcl|CP003109.1_prot_AEZ39593.1_958	lcl|CU928161.2_prot_CAR02142.1_770	lcl|CP000038.1_prot_AAZ87514.1_716	lcl|NC_017635.1_prot_WP_000373624.1_825
9	9	0.887	lcl|FN554766.1_prot_CBG33708.1_874	lcl|AP010953.1_prot_BAI24235.1_919	lcl|NC_004337.2_prot_NP_706671.1_680	lcl|NZ_CP022959.1_prot_WP_000070131.1_2966	lcl|NC_011750.1_prot_WP_000070131.1_760	lcl|CP003109.1_prot_AEZ39600.1_965	lcl|CU928161.2_prot_CAR02149.1_777	lcl|CP000038.1_prot_AAZ87520.1_722	lcl|NC_017635.1_prot_WP_000070131.1_832
9	9	0.887	lcl|FN554766.1_prot_CBG33710.1_876	lcl|AP010953.1_prot_BAI24237.1_921	lcl|NC_004337.2_prot_NP_706673.1_682	lcl|NZ_CP022959.1_prot_WP_000743444.1_2964	lcl|NC_011750.1_prot_WP_000743444.1_762	lcl|CP003109.1_prot_AEZ39602.1_967	lcl|CU928161.2_prot_CAR02151.1_779	lcl|CP000038.1_prot_AAZ87522.1_724	lcl|NC_017635.1_prot_WP_001296990.1_834
9	9	0.887	lcl|FN554766.1_prot_CBG33734.1_900	lcl|AP010953.1_prot_BAI24262.1_946	lcl|NC_004337.2_prot_NP_706697.1_707	lcl|NZ_CP022959.1_prot_WP_000961458.1_2937	lcl|NC_011750.1_prot_WP_000961458.1_790	lcl|CP003109.1_prot_AEZ39628.1_993	lcl|CU928161.2_prot_CAR02176.1_804	lcl|CP000038.1_prot_AAZ87546.1_748	lcl|NC_017635.1_prot_WP_000961458.1_862
9	9	0.887	lcl|FN554766.1_prot_CBG33737.1_903	lcl|AP010953.1_prot_BAI24266.1_950	lcl|NC_004337.2_prot_NP_706700.1_710	lcl|NZ_CP022959.1_prot_WP_000209325.1_2932	lcl|NC_011750.1_prot_WP_000209392.1_793	lcl|CP003109.1_prot_AEZ39631.1_996	lcl|CU928161.2_prot_CAR02178.1_806	lcl|CP000038.1_prot_AAZ87552.1_754	lcl|NC_017635.1_prot_WP_000209359.1_866
9	9	0.887	lcl|FN554766.1_prot_CBG33740.1_906	lcl|AP010953.1_prot_BAI24269.1_953	lcl|NC_004337.2_prot_NP_706703.1_713	lcl|NZ_CP022959.1_prot_WP_000829242.1_2929	lcl|NC_011750.1_prot_WP_000829225.1_796	lcl|CP003109.1_prot_AEZ39634.1_999	lcl|CU928161.2_prot_CAR02181.1_809	lcl|CP000038.1_prot_AAZ87555.1_757	lcl|NC_017635.1_prot_WP_000829261.1_869
9	9	0.887	lcl|FN554766.1_prot_CBG33751.1_917	lcl|AP010953.1_prot_BAI24278.1_962	lcl|NC_004337.2_prot_NP_706711.1_721	lcl|NZ_CP022959.1_prot_WP_000049367.1_2918	lcl|NC_011750.1_prot_WP_000049367.1_807	lcl|CP003109.1_prot_AEZ39645.1_1010	lcl|CU928161.2_prot_CAR02190.1_818	lcl|CP000038.1_prot_AAZ87563.1_765	lcl|NC_017635.1_prot_WP_000049367.1_878
9	9	0.887	lcl|FN554766.1_prot_CBG33757.1_923	lcl|AP010953.1_prot_BAI24284.1_968	lcl|NC_004337.2_prot_NP_706720.2_730	lcl|NZ_CP022959.1_prot_WP_001295291.1_2912	lcl|NC_011750.1_prot_WP_000892317.1_813	lcl|CP003109.1_prot_AEZ39651.1_1016	lcl|CU928161.2_prot_CAR02196.1_824	lcl|CP000038.1_prot_AAZ87570.1_772	lcl|NC_017635.1_prot_WP_000892317.1_884
9	9	0.887	lcl|FN554766.1_prot_CBG33786.1_952	lcl|AP010953.1_prot_BAI24312.1_996	lcl|NC_004337.2_prot_NP_706750.2_760	lcl|NZ_CP022959.1_prot_WP_001136560.1_2832	lcl|NC_011750.1_prot_WP_001136538.1_842	lcl|CP003109.1_prot_AEZ39683.1_1048	lcl|CU928161.2_prot_CAR02225.1_853	lcl|CP000038.1_prot_AAZ87598.1_800	lcl|NC_017635.1_prot_WP_001136525.1_961
9	9	0.887	lcl|FN554766.1_prot_CBG33795.1_961	lcl|AP010953.1_prot_BAI24321.1_1005	lcl|NC_004337.2_prot_NP_706764.2_774	lcl|NZ_CP022959.1_prot_WP_000746460.1_2823	lcl|NC_011750.1_prot_WP_000746460.1_2271	lcl|CP003109.1_prot_AEZ39692.1_1057	lcl|CU928161.2_prot_CAR02235.1_863	lcl|CP000038.1_prot_AAZ87607.1_809	lcl|NC_017635.1_prot_WP_000746460.1_970
9	9	0.887	lcl|FN554766.1_prot_CBG33796.1_962	lcl|AP010953.1_prot_BAI24322.1_1006	lcl|NC_004337.2_prot_NP_706765.1_775	lcl|NZ_CP022959.1_prot_WP_000188180.1_2822	lcl|NC_011750.1_prot_WP_000188136.1_2270	lcl|CP003109.1_prot_AEZ39693.1_1058	lcl|CU928161.2_prot_CAR02236.1_864	lcl|CP000038.1_prot_AAZ87608.1_810	lcl|NC_017635.1_prot_WP_000188194.1_971
9	9	0.887	lcl|FN554766.1_prot_CBG33803.1_969	lcl|AP010953.1_prot_BAI24329.1_1013	lcl|NC_004337.2_prot_NP_706772.1_782	lcl|NZ_CP022959.1_prot_WP_001043577.1_2812	lcl|NC_011750.1_prot_WP_001043595.1_2262	lcl|CP003109.1_prot_AEZ39701.1_1066	lcl|CU928161.2_prot_CAR02250.1_878	lcl|CP000038.1_prot_AAZ87629.1_831	lcl|NC_017635.1_prot_WP_001043587.1_979
9	9	0.887	lcl|FN554766.1_prot_CBG33816.1_982	lcl|AP010953.1_prot_BAI24344.1_1028	lcl|NC_004337.2_prot_NP_706820.2_828	lcl|NZ_CP022959.1_prot_WP_000111043.1_2797	lcl|NC_011750.1_prot_WP_000111043.1_2246	lcl|CP003109.1_prot_AEZ39714.1_1079	lcl|CU928161.2_prot_CAR02262.1_890	lcl|CP000038.1_prot_AAZ87642.1_844	lcl|NC_017635.1_prot_WP_000111043.1_994
9	9	0.887	lcl|FN554766.1_prot_CBG33840.1_1006	lcl|AP010953.1_prot_BAI24368.1_1052	lcl|NC_004337.2_prot_NP_706845.2_852	lcl|NZ_CP022959.1_prot_WP_001295932.1_2773	lcl|NC_011750.1_prot_WP_001295932.1_2221	lcl|CP003109.1_prot_AEZ39738.1_1103	lcl|CU928161.2_prot_CAR02286.1_914	lcl|CP000038.1_prot_AAZ87668.1_870	lcl|NC_017635.1_prot_WP_001295932.1_1018
9	9	0.887	lcl|FN554766.1_prot_CBG33844.1_1010	lcl|AP010953.1_prot_BAI24373.1_1057	lcl|NC_004337.2_prot_NP_706849.2_857	lcl|NZ_CP022959.1_prot_WP_000117881.1_2769	lcl|NC_011750.1_prot_WP_000117881.1_2217	lcl|CP003109.1_prot_AEZ39743.1_1108	lcl|CU928161.2_prot_CAR02290.1_918	lcl|CP000038.1_prot_AAZ87672.1_874	lcl|NC_017635.1_prot_WP_000117881.1_1022
9	9	0.887	lcl|FN554766.1_prot_CBG33871.1_1037	lcl|AP010953.1_prot_BAI24406.1_1090	lcl|NC_004337.2_prot_NP_706886.3_894	lcl|NZ_CP022959.1_prot_WP_000424181.1_2736	lcl|NC_011750.1_prot_WP_000424181.1_2184	lcl|CP003109.1_prot_AEZ39775.1_1140	lcl|CU928161.2_prot_CAR02317.1_945	lcl|CP000038.1_prot_AAZ87704.1_906	lcl|NC_017635.1_prot_WP_000424181.1_1055
9	9	0.887	lcl|FN554766.1_prot_CBG33887.1_1053	lcl|AP010953.1_prot_BAI24835.1_1535	lcl|NC_004337.2_prot_NP_706903.2_910	lcl|NZ_CP022959.1_prot_WP_024179393.1_2716	lcl|NC_011750.1_prot_WP_001400181.1_2167	lcl|CP003109.1_prot_AEZ39792.1_1157	lcl|CU928161.2_prot_CAR02333.1_961	lcl|CP000038.1_prot_AAZ87721.1_923	lcl|NC_017635.1_prot_WP_001349946.1_1072
9	9	0.887	lcl|FN554766.1_prot_CBG33894.1_1060	lcl|AP010953.1_prot_BAI24851.1_1551	lcl|NC_004337.2_prot_NP_706919.2_926	lcl|NZ_CP022959.1_prot_WP_001230242.1_2699	lcl|NC_011750.1_prot_WP_001230246.1_2157	lcl|CP003109.1_prot_AEZ39808.1_1173	lcl|CU928161.2_prot_CAR02342.1_970	lcl|CP000038.1_prot_AAZ87737.1_939	lcl|NC_017635.1_prot_WP_001230242.1_1089
9	9	0.887	lcl|FN554766.1_prot_CBG33897.1_1063	lcl|AP010953.1_prot_BAI24854.1_1554	lcl|NC_004337.2_prot_NP_706922.2_929	lcl|NZ_CP022959.1_prot_WP_000024560.1_2696	lcl|NC_011750.1_prot_WP_000024560.1_2154	lcl|CP003109.1_prot_AEZ39811.1_1176	lcl|CU928161.2_prot_CAR02345.1_973	lcl|CP000038.1_prot_AAZ87738.1_940	lcl|NC_017635.1_prot_WP_000024560.1_1092
9	9	0.887	lcl|FN554766.1_prot_CBG33941.1_1107	lcl|AP010953.1_prot_BAI24688.1_1387	lcl|NC_004337.2_prot_NP_706976.2_979	lcl|NZ_CP022959.1_prot_WP_000183364.1_2645	lcl|NC_011750.1_prot_WP_012602388.1_2107	lcl|CP003109.1_prot_AEZ39884.1_1249	lcl|CU928161.2_prot_CAR02395.1_1023	lcl|CP000038.1_prot_AAZ87800.1_1003	lcl|NC_017635.1_prot_WP_000183364.1_1142
9	9	0.887	lcl|FN554766.1_prot_CBG33951.1_1117	lcl|AP010953.1_prot_BAI24699.1_1398	lcl|NC_004337.2_prot_NP_706986.2_989	lcl|NZ_CP022959.1_prot_WP_000092199.1_2634	lcl|NC_011750.1_prot_WP_000092207.1_2096	lcl|CP003109.1_prot_AEZ39895.1_1260	lcl|CU928161.2_prot_CAR02406.1_1034	lcl|CP000038.1_prot_AAZ87811.1_1014	lcl|NC_017635.1_prot_WP_000092206.1_1153
9	9	0.887	lcl|FN554766.1_prot_CBG33981.1_1147	lcl|AP010953.1_prot_BAI24727.1_1426	lcl|NC_004337.2_prot_NP_707009.1_1011	lcl|NZ_CP022959.1_prot_WP_001008535.1_2607	lcl|NC_011750.1_prot_WP_001008535.1_2067	lcl|CP003109.1_prot_AEZ39923.1_1288	lcl|CU928161.2_prot_CAR02433.1_1061	lcl|CP000038.1_prot_AAZ87838.1_1041	lcl|NC_017635.1_prot_WP_001008535.1_1180
9	9	0.887	lcl|FN554766.1_prot_CBG33984.1_1150	lcl|AP010953.1_prot_BAI24730.1_1429	lcl|NC_004337.2_prot_NP_707012.1_1014	lcl|NZ_CP022959.1_prot_WP_000478709.1_2604	lcl|NC_011750.1_prot_WP_000478679.1_2064	lcl|CP003109.1_prot_AEZ39926.1_1291	lcl|CU928161.2_prot_CAR02436.1_1064	lcl|CP000038.1_prot_AAZ87841.1_1044	lcl|NC_017635.1_prot_WP_000478710.1_1183
9	9	0.887	lcl|FN554766.1_prot_CBG34004.1_1170	lcl|AP010953.1_prot_BAI24750.1_1449	lcl|NC_004337.2_prot_NP_707031.2_1032	lcl|NZ_CP022959.1_prot_WP_001300689.1_2584	lcl|NC_011750.1_prot_WP_000284714.1_2044	lcl|CP003109.1_prot_AEZ39946.1_1311	lcl|CU928161.2_prot_CAR02456.1_1084	lcl|CP000038.1_prot_AAZ87861.1_1064	lcl|NC_017635.1_prot_WP_000284709.1_1203
9	9	0.887	lcl|FN554766.1_prot_CBG34006.1_1172	lcl|AP010953.1_prot_BAI24752.1_1451	lcl|NC_004337.2_prot_NP_707033.1_1034	lcl|NZ_CP022959.1_prot_WP_001251348.1_2582	lcl|NC_011750.1_prot_WP_001251346.1_2042	lcl|CP003109.1_prot_AEZ39948.1_1313	lcl|CU928161.2_prot_CAR02458.1_1086	lcl|CP000038.1_prot_AAZ87863.1_1066	lcl|NC_017635.1_prot_WP_001251348.1_1205
9	9	0.887	lcl|FN554766.1_prot_CBG34014.1_1180	lcl|AP010953.1_prot_BAI24942.1_1643	lcl|NC_004337.2_prot_NP_707039.1_1040	lcl|NZ_CP022959.1_prot_WP_000531601.1_2576	lcl|NC_011750.1_prot_WP_000531594.1_2034	lcl|CP003109.1_prot_AEZ39954.1_1319	lcl|CU928161.2_prot_CAR02466.1_1094	lcl|CP000038.1_prot_AAZ87869.1_1072	lcl|NC_017635.1_prot_WP_000531594.1_1213
9	9	0.887	lcl|FN554766.1_prot_CBG34018.1_1184	lcl|AP010953.1_prot_BAI24962.1_1663	lcl|NC_004337.2_prot_NP_707058.1_1057	lcl|NZ_CP022959.1_prot_WP_000735409.1_2573	lcl|NC_011750.1_prot_WP_000735412.1_2005	lcl|CP003109.1_prot_AEZ39974.1_1339	lcl|CU928161.2_prot_CAR02470.1_1098	lcl|CP000038.1_prot_AAZ87872.1_1075	lcl|NC_017635.1_prot_WP_000735412.1_1216
9	9	0.887	lcl|FN554766.1_prot_CBG34022.1_1188	lcl|AP010953.1_prot_BAI24966.1_1667	lcl|NC_004337.2_prot_NP_707062.3_1061	lcl|NZ_CP022959.1_prot_WP_001297484.1_2569	lcl|NC_011750.1_prot_WP_001295972.1_2001	lcl|CP003109.1_prot_AEZ39978.1_1343	lcl|CU928161.2_prot_CAR02474.1_1102	lcl|CP000038.1_prot_AAZ87876.1_1079	lcl|NC_017635.1_prot_WP_001297484.1_1220
9	9	0.887	lcl|FN554766.1_prot_CBG34056.1_1222	lcl|AP010953.1_prot_BAI24999.1_1700	lcl|NC_004337.2_prot_NP_707084.2_1086	lcl|NZ_CP022959.1_prot_WP_000234823.1_2532	lcl|NC_011750.1_prot_WP_000234823.1_1876	lcl|CP003109.1_prot_AEZ40010.1_1375	lcl|CU928161.2_prot_CAR02576.1_1204	lcl|CP000038.1_prot_AAZ87901.1_1104	lcl|NC_017635.1_prot_WP_000234823.1_1256
9	9	0.887	lcl|FN554766.1_prot_CBG34085.1_1251	lcl|AP010953.1_prot_BAI25020.1_1721	lcl|NC_004337.2_prot_NP_707117.1_1118	lcl|NZ_CP022959.1_prot_WP_001260323.1_2511	lcl|NC_011750.1_prot_WP_001260310.1_1536	lcl|CP003109.1_prot_AEZ40041.1_1406	lcl|CU928161.2_prot_CAR02602.1_1230	lcl|CP000038.1_prot_AAZ88636.1_1839	lcl|NC_017635.1_prot_WP_001260333.1_1277
9	9	0.887	lcl|FN554766.1_prot_CBG34101.1_1267	lcl|AP010953.1_prot_BAI25037.1_1738	lcl|NC_004337.2_prot_NP_707131.1_1133	lcl|NZ_CP022959.1_prot_WP_000918073.1_2494	lcl|NC_011750.1_prot_WP_000918054.1_1552	lcl|CP003109.1_prot_AEZ40057.1_1422	lcl|CU928161.2_prot_CAR02617.1_1245	lcl|CP000038.1_prot_AAZ88622.1_1825	lcl|NC_017635.1_prot_WP_000918073.1_1294
9	9	0.887	lcl|FN554766.1_prot_CBG34104.1_1270	lcl|AP010953.1_prot_BAI25039.1_1740	lcl|NC_004337.2_prot_NP_707133.1_1135	lcl|NZ_CP022959.1_prot_WP_000032935.1_2492	lcl|NC_011750.1_prot_WP_000032941.1_1554	lcl|CP003109.1_prot_AEZ40059.1_1424	lcl|CU928161.2_prot_CAR02620.1_1248	lcl|CP000038.1_prot_AAZ88619.1_1822	lcl|NC_017635.1_prot_WP_000032941.1_1296
