# Species	Genes	Alg.-Conn.	536.fasta	ABU83972.fasta	APEC01.fasta	CFT073.fasta	E2348:69.fasta	ED1a.fasta	S88.fasta	SE15.fasta	UTI89.fasta
9	9	0.938	lcl|NC_008253.1_prot_WP_000548294.1_2156	lcl|CP001671.1_prot_ADN47001.1_2382	lcl|NZ_CP028310.1_prot_WP_000548294.1_2188	lcl|NZ_CP051263.1_prot_WP_000548294.1_2458	lcl|NC_011601.1_prot_WP_000548294.1_2393	lcl|NC_011745.1_prot_WP_000548294.1_2550	lcl|CU928161.2_prot_CAR03588.1_2215	lcl|NC_013654.1_prot_WP_000548294.1_2100	lcl|NC_007946.1_prot_WP_000548294.1_2289
9	9	0.938	lcl|NC_008253.1_prot_WP_000551807.1_2473	lcl|CP001671.1_prot_ADN47313.1_2694	lcl|NZ_CP028310.1_prot_WP_000551807.1_2526	lcl|NZ_CP051263.1_prot_WP_000551807.1_2773	lcl|NC_011601.1_prot_WP_000551807.1_2912	lcl|NC_011745.1_prot_WP_000551807.1_2881	lcl|CU928161.2_prot_CAR03958.1_2585	lcl|NC_013654.1_prot_WP_000551807.1_2422	lcl|NC_007946.1_prot_WP_000551807.1_2664
9	9	0.938	lcl|NC_008253.1_prot_WP_000564489.1_2781	lcl|CP001671.1_prot_ADN47599.1_2980	lcl|NZ_CP028310.1_prot_WP_000564489.1_2799	lcl|NZ_CP051263.1_prot_WP_000564489.1_3127	lcl|NC_011601.1_prot_WP_000564489.1_3217	lcl|NC_011745.1_prot_WP_000564489.1_3201	lcl|CU928161.2_prot_CAR04365.1_2993	lcl|NC_013654.1_prot_WP_000564489.1_2715	lcl|NC_007946.1_prot_WP_000564489.1_3021
9	9	0.938	lcl|NC_008253.1_prot_WP_000568275.1_728	lcl|CP001671.1_prot_ADN45359.1_740	lcl|NZ_CP028310.1_prot_WP_000568275.1_737	lcl|NZ_CP051263.1_prot_WP_000568275.1_728	lcl|NC_011601.1_prot_WP_000568275.1_629	lcl|NC_011745.1_prot_WP_000568275.1_680	lcl|CU928161.2_prot_CAR02096.1_724	lcl|NC_013654.1_prot_WP_000568275.1_681	lcl|NC_007946.1_prot_WP_000568275.1_675
9	9	0.938	lcl|NC_008253.1_prot_WP_000569958.1_2301	lcl|CP001671.1_prot_ADN47143.1_2524	lcl|NZ_CP028310.1_prot_WP_000569958.1_2342	lcl|NZ_CP051263.1_prot_WP_000569958.1_2600	lcl|NC_011601.1_prot_WP_000569958.1_2538	lcl|NC_011745.1_prot_WP_000569958.1_2710	lcl|CU928161.2_prot_CAR03733.1_2360	lcl|NC_013654.1_prot_WP_000569958.1_2243	lcl|NC_007946.1_prot_WP_000569958.1_2434
9	9	0.938	lcl|NC_008253.1_prot_WP_000570668.1_3991	lcl|CP001671.1_prot_ADN48789.1_4170	lcl|NZ_CP028310.1_prot_WP_000570668.1_3872	lcl|NZ_CP051263.1_prot_WP_000570668.1_4380	lcl|NC_011601.1_prot_WP_000570668.1_4331	lcl|NC_011745.1_prot_WP_000570668.1_4425	lcl|CU928161.2_prot_CAR05504.1_4133	lcl|NC_013654.1_prot_WP_000570668.1_3796	lcl|NC_007946.1_prot_WP_000570668.1_4129
9	9	0.938	lcl|NC_008253.1_prot_WP_000572183.1_3473	lcl|CP001671.1_prot_ADN48320.1_3701	lcl|NZ_CP028310.1_prot_WP_000572176.1_3453	lcl|NZ_CP051263.1_prot_WP_000572183.1_3865	lcl|NC_011601.1_prot_WP_000572185.1_3829	lcl|NC_011745.1_prot_WP_000572183.1_3991	lcl|CU928161.2_prot_CAR05060.1_3686	lcl|NC_013654.1_prot_WP_000572183.1_3343	lcl|NC_007946.1_prot_WP_000572183.1_3682
9	9	0.938	lcl|NC_008253.1_prot_WP_000573407.1_1323	lcl|CP001671.1_prot_ADN46133.1_1514	lcl|NZ_CP028310.1_prot_WP_000573407.1_1361	lcl|NZ_CP051263.1_prot_WP_000573407.1_1589	lcl|NC_011601.1_prot_WP_000573407.1_1537	lcl|NC_011745.1_prot_WP_000573407.1_1464	lcl|CU928161.2_prot_CAR02757.1_1385	lcl|NC_013654.1_prot_WP_000573407.1_1305	lcl|NC_007946.1_prot_WP_000573407.1_1447
9	9	0.938	lcl|NC_008253.1_prot_WP_000580316.1_1091	lcl|CP001671.1_prot_ADN45900.1_1281	lcl|NZ_CP028310.1_prot_WP_000580311.1_1146	lcl|NZ_CP051263.1_prot_WP_000580316.1_1256	lcl|NC_011601.1_prot_WP_000580316.1_1245	lcl|NC_011745.1_prot_WP_000580316.1_1236	lcl|CU928161.2_prot_CAR02464.1_1092	lcl|NC_013654.1_prot_WP_000580316.1_1041	lcl|NC_007946.1_prot_WP_000580316.1_1158
9	9	0.938	lcl|NC_008253.1_prot_WP_000580417.1_4028	lcl|CP001671.1_prot_ADN48829.1_4210	lcl|NZ_CP028310.1_prot_WP_000580417.1_3913	lcl|NZ_CP051263.1_prot_WP_000580417.1_4418	lcl|NC_011601.1_prot_WP_000580417.1_4370	lcl|NC_011745.1_prot_WP_000580417.1_4463	lcl|CU928161.2_prot_CAR05542.1_4170	lcl|NC_013654.1_prot_WP_000580417.1_3843	lcl|NC_007946.1_prot_WP_000580417.1_4164
9	9	0.938	lcl|NC_008253.1_prot_WP_000580878.1_565	lcl|CP001671.1_prot_ADN45195.1_576	lcl|NZ_CP028310.1_prot_WP_000580822.1_559	lcl|NZ_CP051263.1_prot_WP_000580879.1_564	lcl|NC_011601.1_prot_WP_000580887.1_462	lcl|NC_011745.1_prot_WP_000580880.1_523	lcl|CU928161.2_prot_CAR01862.1_492	lcl|NC_013654.1_prot_WP_000580888.1_490	lcl|NC_007946.1_prot_WP_000580811.1_513
9	9	0.938	lcl|NC_008253.1_prot_WP_000587933.1_1075	lcl|CP001671.1_prot_ADN45884.1_1265	lcl|NZ_CP028310.1_prot_WP_000587933.1_1130	lcl|NZ_CP051263.1_prot_WP_000587933.1_1239	lcl|NC_011601.1_prot_WP_000587933.1_1229	lcl|NC_011745.1_prot_WP_000587933.1_1220	lcl|CU928161.2_prot_CAR02448.1_1076	lcl|NC_013654.1_prot_WP_000587933.1_1025	lcl|NC_007946.1_prot_WP_000587933.1_1142
9	9	0.938	lcl|NC_008253.1_prot_WP_000589300.1_1048	lcl|CP001671.1_prot_ADN45857.1_1238	lcl|NZ_CP028310.1_prot_WP_000589326.1_1102	lcl|NZ_CP051263.1_prot_WP_001441925.1_1212	lcl|NC_011601.1_prot_WP_000589300.1_1200	lcl|NC_011745.1_prot_WP_000589300.1_1193	lcl|CU928161.2_prot_CAR02421.1_1049	lcl|NC_013654.1_prot_WP_000589326.1_998	lcl|NC_007946.1_prot_WP_000589326.1_1115
9	9	0.938	lcl|NC_008253.1_prot_WP_000593991.1_209	lcl|CP001671.1_prot_ADN44827.1_208	lcl|NZ_CP028310.1_prot_WP_000594006.1_256	lcl|NZ_CP051263.1_prot_WP_000593994.1_217	lcl|NC_011601.1_prot_WP_000593994.1_207	lcl|NC_011745.1_prot_WP_000593994.1_210	lcl|CU928161.2_prot_CAR01575.1_205	lcl|NC_013654.1_prot_WP_000593994.1_219	lcl|NC_007946.1_prot_WP_000593994.1_210
9	9	0.938	lcl|NC_008253.1_prot_WP_000595482.1_99	lcl|CP001671.1_prot_ADN44715.1_96	lcl|NZ_CP028310.1_prot_WP_000595482.1_151	lcl|NZ_CP051263.1_prot_WP_000595482.1_104	lcl|NC_011601.1_prot_WP_000595482.1_101	lcl|NC_011745.1_prot_WP_000595482.1_101	lcl|CU928161.2_prot_CAR01465.1_98	lcl|NC_013654.1_prot_WP_000595482.1_103	lcl|NC_007946.1_prot_WP_000595482.1_101
9	9	0.938	lcl|NC_008253.1_prot_WP_000599809.1_866	lcl|CP001671.1_prot_ADN45494.1_875	lcl|NZ_CP028310.1_prot_WP_000599825.1_877	lcl|NZ_CP051263.1_prot_WP_000599826.1_917	lcl|NC_011601.1_prot_WP_000599803.1_892	lcl|NC_011745.1_prot_WP_000599826.1_817	lcl|CU928161.2_prot_CAR02233.1_861	lcl|NC_013654.1_prot_WP_000599803.1_818	lcl|NC_007946.1_prot_WP_000599804.1_812
9	9	0.938	lcl|NC_008253.1_prot_WP_000611804.1_2604	lcl|CP001671.1_prot_ADN47441.1_2822	lcl|NZ_CP028310.1_prot_WP_000611804.1_2664	lcl|NZ_CP051263.1_prot_WP_000611804.1_2972	lcl|NC_011601.1_prot_WP_000611792.1_3074	lcl|NC_011745.1_prot_WP_000611804.1_3062	lcl|CU928161.2_prot_CAR04202.1_2831	lcl|NC_013654.1_prot_WP_000611804.1_2553	lcl|NC_007946.1_prot_WP_000611804.1_2857
9	9	0.938	lcl|NC_008253.1_prot_WP_000611911.1_1361	lcl|CP001671.1_prot_ADN46170.1_1551	lcl|NZ_CP028310.1_prot_WP_000611911.1_1406	lcl|NZ_CP051263.1_prot_WP_000611911.1_1627	lcl|NC_011601.1_prot_WP_000611911.1_1576	lcl|NC_011745.1_prot_WP_000611911.1_1502	lcl|CU928161.2_prot_CAR02796.1_1424	lcl|NC_013654.1_prot_WP_000611911.1_1343	lcl|NC_007946.1_prot_WP_000611911.1_1485
9	9	0.938	lcl|NC_008253.1_prot_WP_000622357.1_632	lcl|CP001671.1_prot_ADN45262.1_643	lcl|NZ_CP028310.1_prot_WP_000622357.1_629	lcl|NZ_CP051263.1_prot_WP_000622357.1_631	lcl|NC_011601.1_prot_WP_000622357.1_528	lcl|NC_011745.1_prot_WP_000622357.1_592	lcl|CU928161.2_prot_CAR01998.1_627	lcl|NC_013654.1_prot_WP_000622357.1_568	lcl|NC_007946.1_prot_WP_000622357.1_579
9	9	0.938	lcl|NC_008253.1_prot_WP_000623136.1_2391	lcl|CP001671.1_prot_ADN47233.1_2614	lcl|NZ_CP028310.1_prot_WP_000623140.1_2433	lcl|NZ_CP051263.1_prot_WP_000623142.1_2691	lcl|NC_011601.1_prot_WP_000623136.1_2706	lcl|NC_011745.1_prot_WP_000623142.1_2798	lcl|CU928161.2_prot_CAR03878.1_2505	lcl|NC_013654.1_prot_WP_000623108.1_2340	lcl|NC_007946.1_prot_WP_000623142.1_2582
9	9	0.938	lcl|NC_008253.1_prot_WP_000628655.1_2150	lcl|CP001671.1_prot_ADN46995.1_2376	lcl|NZ_CP028310.1_prot_WP_000628648.1_2182	lcl|NZ_CP051263.1_prot_WP_000628655.1_2452	lcl|NC_011601.1_prot_WP_012578947.1_2387	lcl|NC_011745.1_prot_WP_000628655.1_2544	lcl|CU928161.2_prot_CAR03579.1_2206	lcl|NC_013654.1_prot_WP_000628655.1_2094	lcl|NC_007946.1_prot_WP_000628655.1_2283
9	9	0.938	lcl|NC_008253.1_prot_WP_000632706.1_1239	lcl|CP001671.1_prot_ADN46049.1_1430	lcl|NZ_CP028310.1_prot_WP_001336325.1_1283	lcl|NZ_CP051263.1_prot_WP_000632706.1_1502	lcl|NC_011601.1_prot_WP_001295621.1_1377	lcl|NC_011745.1_prot_WP_001295621.1_1331	lcl|CU928161.2_prot_CAR02613.1_1241	lcl|NC_013654.1_prot_WP_001295621.1_1219	lcl|NC_007946.1_prot_WP_000632706.1_1305
9	9	0.938	lcl|NC_008253.1_prot_WP_000645215.1_1704	lcl|CP001671.1_prot_ADN46572.1_1953	lcl|NZ_CP028310.1_prot_WP_000645221.1_1791	lcl|NZ_CP051263.1_prot_WP_000645203.1_1989	lcl|NC_011601.1_prot_WP_000645206.1_1981	lcl|NC_011745.1_prot_WP_000645203.1_1934	lcl|CU928161.2_prot_CAR03136.1_1764	lcl|NC_013654.1_prot_WP_000645210.1_1679	lcl|NC_007946.1_prot_WP_000645197.1_1847
9	9	0.938	lcl|NC_008253.1_prot_WP_000662396.1_390	lcl|CP001671.1_prot_ADN45023.1_404	lcl|NZ_CP028310.1_prot_WP_000665119.1_371	lcl|NZ_CP051263.1_prot_WP_000662399.1_391	lcl|NC_011601.1_prot_WP_000662398.1_288	lcl|NC_011745.1_prot_WP_000662395.1_341	lcl|CU928161.2_prot_CAR01683.1_313	lcl|NC_013654.1_prot_WP_000662435.1_309	lcl|NC_007946.1_prot_WP_000662403.1_332
9	9	0.938	lcl|NC_008253.1_prot_WP_000667319.1_455	lcl|CP001671.1_prot_ADN45086.1_467	lcl|NZ_CP028310.1_prot_WP_000667319.1_449	lcl|NZ_CP051263.1_prot_WP_000667319.1_455	lcl|NC_011601.1_prot_WP_000667319.1_348	lcl|NC_011745.1_prot_WP_000667319.1_416	lcl|CU928161.2_prot_CAR01749.1_379	lcl|NC_013654.1_prot_WP_000667319.1_376	lcl|NC_007946.1_prot_WP_000667319.1_400
9	9	0.938	lcl|NC_008253.1_prot_WP_000671574.1_526	lcl|CP001671.1_prot_ADN45158.1_539	lcl|NZ_CP028310.1_prot_WP_000671574.1_519	lcl|NZ_CP051263.1_prot_WP_000671574.1_527	lcl|NC_011601.1_prot_WP_000671574.1_420	lcl|NC_011745.1_prot_WP_000671574.1_487	lcl|CU928161.2_prot_CAR01821.1_451	lcl|NC_013654.1_prot_WP_000671574.1_446	lcl|NC_007946.1_prot_WP_000671574.1_471
9	9	0.938	lcl|NC_008253.1_prot_WP_000672319.1_1640	lcl|CP001671.1_prot_ADN46510.1_1891	lcl|NZ_CP028310.1_prot_WP_000672380.1_1728	lcl|NZ_CP051263.1_prot_WP_000672322.1_1925	lcl|NC_011601.1_prot_WP_000672423.1_1920	lcl|NC_011745.1_prot_WP_000672319.1_1873	lcl|CU928161.2_prot_CAR03073.1_1700	lcl|NC_013654.1_prot_WP_000672320.1_1617	lcl|NC_007946.1_prot_WP_000672426.1_1786
9	9	0.938	lcl|NC_008253.1_prot_WP_000679832.1_2439	lcl|CP001671.1_prot_ADN47280.1_2661	lcl|NZ_CP028310.1_prot_WP_000679798.1_2483	lcl|NZ_CP051263.1_prot_WP_000679819.1_2739	lcl|NC_011601.1_prot_WP_000679819.1_2819	lcl|NC_011745.1_prot_WP_000679819.1_2846	lcl|CU928161.2_prot_CAR03924.1_2551	lcl|NC_013654.1_prot_WP_000679830.1_2388	lcl|NC_007946.1_prot_WP_000679832.1_2630
9	9	0.938	lcl|NC_008253.1_prot_WP_000691382.1_3304	lcl|CP001671.1_prot_ADN48152.1_3533	lcl|NZ_CP028310.1_prot_WP_000691382.1_3292	lcl|NZ_CP051263.1_prot_WP_000691382.1_3697	lcl|NC_011601.1_prot_WP_000691381.1_3687	lcl|NC_011745.1_prot_WP_000691382.1_3829	lcl|CU928161.2_prot_CAR04894.1_3520	lcl|NC_013654.1_prot_WP_000691382.1_3187	lcl|NC_007946.1_prot_WP_000691382.1_3487
9	9	0.938	lcl|NC_008253.1_prot_WP_000695633.1_2377	lcl|CP001671.1_prot_ADN47219.1_2600	lcl|NZ_CP028310.1_prot_WP_000695655.1_2419	lcl|NZ_CP051263.1_prot_WP_000695662.1_2677	lcl|NC_011601.1_prot_WP_000695662.1_2692	lcl|NC_011745.1_prot_WP_000695662.1_2784	lcl|CU928161.2_prot_CAR03865.1_2492	lcl|NC_013654.1_prot_WP_000695662.1_2326	lcl|NC_007946.1_prot_WP_000695661.1_2568
9	9	0.938	lcl|NC_008253.1_prot_WP_000702647.1_1246	lcl|CP001671.1_prot_ADN46057.1_1438	lcl|NZ_CP028310.1_prot_WP_000702650.1_1290	lcl|NZ_CP051263.1_prot_WP_000702647.1_1509	lcl|NC_011601.1_prot_WP_000702647.1_1384	lcl|NC_011745.1_prot_WP_000702647.1_1338	lcl|CU928161.2_prot_CAR02621.1_1249	lcl|NC_013654.1_prot_WP_000702647.1_1226	lcl|NC_007946.1_prot_WP_000702647.1_1312
9	9	0.938	lcl|NC_008253.1_prot_WP_000703882.1_564	lcl|CP001671.1_prot_ADN45194.1_575	lcl|NZ_CP028310.1_prot_WP_000703900.1_558	lcl|NZ_CP051263.1_prot_WP_000703882.1_563	lcl|NC_011601.1_prot_WP_000703882.1_461	lcl|NC_011745.1_prot_WP_000703882.1_522	lcl|CU928161.2_prot_CAR01861.1_491	lcl|NC_013654.1_prot_WP_000703882.1_489	lcl|NC_007946.1_prot_WP_000703882.1_512
9	9	0.938	lcl|NC_008253.1_prot_WP_000719088.1_1698	lcl|CP001671.1_prot_ADN46566.1_1947	lcl|NZ_CP028310.1_prot_WP_000719096.1_1785	lcl|NZ_CP051263.1_prot_WP_000719088.1_1983	lcl|NC_011601.1_prot_WP_000719088.1_1975	lcl|NC_011745.1_prot_WP_000719088.1_1928	lcl|CU928161.2_prot_CAR03130.1_1758	lcl|NC_013654.1_prot_WP_000719085.1_1673	lcl|NC_007946.1_prot_WP_000719088.1_1841
9	9	0.938	lcl|NC_008253.1_prot_WP_000726723.1_1472	lcl|CP001671.1_prot_ADN46285.1_1666	lcl|NZ_CP028310.1_prot_WP_000726691.1_1549	lcl|NZ_CP051263.1_prot_WP_000726723.1_1744	lcl|NC_011601.1_prot_WP_000726718.1_1691	lcl|NC_011745.1_prot_WP_000726663.1_1605	lcl|CU928161.2_prot_CAR02904.1_1531	lcl|NC_013654.1_prot_WP_000726721.1_1445	lcl|NC_007946.1_prot_WP_000726723.1_1594
9	9	0.938	lcl|NC_008253.1_prot_WP_000734671.1_1096	lcl|CP001671.1_prot_ADN45905.1_1286	lcl|NZ_CP028310.1_prot_WP_000735412.1_1210	lcl|NZ_CP051263.1_prot_WP_000734671.1_1345	lcl|NC_011601.1_prot_WP_000734671.1_1302	lcl|NC_011745.1_prot_WP_000734670.1_1241	lcl|CU928161.2_prot_CAR02470.1_1098	lcl|NC_013654.1_prot_WP_000735412.1_1046	lcl|NC_007946.1_prot_WP_000734671.1_1163
9	9	0.938	lcl|NC_008253.1_prot_WP_000742109.1_466	lcl|CP001671.1_prot_ADN45097.1_478	lcl|NZ_CP028310.1_prot_WP_000742109.1_460	lcl|NZ_CP051263.1_prot_WP_000742109.1_466	lcl|NC_011601.1_prot_WP_000742095.1_359	lcl|NC_011745.1_prot_WP_000742109.1_427	lcl|CU928161.2_prot_CAR01760.1_390	lcl|NC_013654.1_prot_WP_000742109.1_387	lcl|NC_007946.1_prot_WP_000742109.1_411
9	9	0.938	lcl|NC_008253.1_prot_WP_000746478.1_868	lcl|CP001671.1_prot_ADN45496.1_877	lcl|NZ_CP028310.1_prot_WP_000746443.1_879	lcl|NZ_CP051263.1_prot_WP_000746478.1_919	lcl|NC_011601.1_prot_WP_000746481.1_894	lcl|NC_011745.1_prot_WP_000746478.1_819	lcl|CU928161.2_prot_CAR02235.1_863	lcl|NC_013654.1_prot_WP_000746478.1_820	lcl|NC_007946.1_prot_WP_000746477.1_814
9	9	0.938	lcl|NC_008253.1_prot_WP_000753709.1_2410	lcl|CP001671.1_prot_ADN47251.1_2632	lcl|NZ_CP028310.1_prot_WP_000753690.1_2454	lcl|NZ_CP051263.1_prot_WP_000753705.1_2710	lcl|NC_011601.1_prot_WP_000753675.1_2730	lcl|NC_011745.1_prot_WP_000753705.1_2817	lcl|CU928161.2_prot_CAR03896.1_2523	lcl|NC_013654.1_prot_WP_000753680.1_2359	lcl|NC_007946.1_prot_WP_000753709.1_2601
9	9	0.938	lcl|NC_008253.1_prot_WP_000760645.1_1417	lcl|CP001671.1_prot_ADN46222.1_1603	lcl|NZ_CP028310.1_prot_WP_000760626.1_1487	lcl|NZ_CP051263.1_prot_WP_000760660.1_1682	lcl|NC_011601.1_prot_WP_000760643.1_1635	lcl|NC_011745.1_prot_WP_000760646.1_1553	lcl|CU928161.2_prot_CAR02849.1_1477	lcl|NC_013654.1_prot_WP_000760639.1_1398	lcl|NC_007946.1_prot_WP_000760643.1_1540
9	9	0.938	lcl|NC_008253.1_prot_WP_000762401.1_83	lcl|CP001671.1_prot_ADN44699.1_80	lcl|NZ_CP028310.1_prot_WP_000762401.1_135	lcl|NZ_CP051263.1_prot_WP_000762401.1_88	lcl|NC_011601.1_prot_WP_000762401.1_85	lcl|NC_011745.1_prot_WP_000762401.1_85	lcl|CU928161.2_prot_CAR01449.1_82	lcl|NC_013654.1_prot_WP_000762401.1_87	lcl|NC_007946.1_prot_WP_000762401.1_85
9	9	0.938	lcl|NC_008253.1_prot_WP_000766886.1_3833	lcl|CP001671.1_prot_ADN48632.1_4013	lcl|NZ_CP028310.1_prot_WP_000766900.1_3735	lcl|NZ_CP051263.1_prot_WP_000766877.1_4221	lcl|NC_011601.1_prot_E2348C_RS27820_4178	lcl|NC_011745.1_prot_WP_000766886.1_4271	lcl|CU928161.2_prot_CAR05346.1_3974	lcl|NC_013654.1_prot_WP_000766877.1_3639	lcl|NC_007946.1_prot_WP_000766908.1_3969
9	9	0.938	lcl|NC_008253.1_prot_WP_000771396.1_1649	lcl|CP001671.1_prot_ADN46517.1_1898	lcl|NZ_CP028310.1_prot_WP_000771391.1_1737	lcl|NZ_CP051263.1_prot_WP_000771396.1_1934	lcl|NC_011601.1_prot_WP_000771396.1_1929	lcl|NC_011745.1_prot_WP_000771396.1_1882	lcl|CU928161.2_prot_CAR03083.1_1711	lcl|NC_013654.1_prot_WP_000771396.1_1626	lcl|NC_007946.1_prot_WP_000771396.1_1795
9	9	0.938	lcl|NC_008253.1_prot_WP_000774735.1_3902	lcl|CP001671.1_prot_ADN48698.1_4079	lcl|NZ_CP028310.1_prot_WP_000774731.1_3805	lcl|NZ_CP051263.1_prot_WP_000774735.1_4290	lcl|NC_011601.1_prot_WP_000774733.1_4247	lcl|NC_011745.1_prot_WP_000774733.1_4340	lcl|CU928161.2_prot_CAR05414.1_4043	lcl|NC_013654.1_prot_WP_000774733.1_3708	lcl|NC_007946.1_prot_WP_000774735.1_4038
9	9	0.938	lcl|NC_008253.1_prot_WP_000774980.1_2595	lcl|CP001671.1_prot_ADN47429.1_2810	lcl|NZ_CP028310.1_prot_WP_000774988.1_2655	lcl|NZ_CP051263.1_prot_WP_000774965.1_2961	lcl|NC_011601.1_prot_WP_000774965.1_3061	lcl|NC_011745.1_prot_WP_000774978.1_3053	lcl|CU928161.2_prot_CAR04191.1_2820	lcl|NC_013654.1_prot_WP_000774966.1_2542	lcl|NC_007946.1_prot_WP_000774980.1_2846
9	9	0.938	lcl|NC_008253.1_prot_WP_000775540.1_720	lcl|CP001671.1_prot_ADN45350.1_731	lcl|NZ_CP028310.1_prot_WP_000775540.1_727	lcl|NZ_CP051263.1_prot_WP_000775540.1_720	lcl|NC_011601.1_prot_WP_000775544.1_616	lcl|NC_011745.1_prot_WP_000775540.1_672	lcl|CU928161.2_prot_CAR02088.1_716	lcl|NC_013654.1_prot_WP_000775540.1_670	lcl|NC_007946.1_prot_WP_000775540.1_667
9	9	0.938	lcl|NC_008253.1_prot_WP_000776191.1_650	lcl|CP001671.1_prot_ADN45280.1_661	lcl|NZ_CP028310.1_prot_WP_000776191.1_647	lcl|NZ_CP051263.1_prot_WP_000776191.1_649	lcl|NC_011601.1_prot_WP_000776191.1_546	lcl|NC_011745.1_prot_WP_000776191.1_610	lcl|CU928161.2_prot_CAR02017.1_645	lcl|NC_013654.1_prot_WP_000776191.1_586	lcl|NC_007946.1_prot_WP_000776191.1_597
9	9	0.938	lcl|NC_008253.1_prot_WP_000779409.1_3776	lcl|CP001671.1_prot_ADN48579.1_3960	lcl|NZ_CP028310.1_prot_WP_000779426.1_3673	lcl|NZ_CP051263.1_prot_WP_000779409.1_4164	lcl|NC_011601.1_prot_WP_000779411.1_4121	lcl|NC_011745.1_prot_WP_000779409.1_4214	lcl|CU928161.2_prot_CAR05292.1_3918	lcl|NC_013654.1_prot_WP_000779409.1_3577	lcl|NC_007946.1_prot_WP_000779409.1_3913
9	9	0.938	lcl|NC_008253.1_prot_WP_000779792.1_3617	lcl|CP001671.1_prot_ADN48470.1_3851	lcl|NZ_CP028310.1_prot_WP_000779792.1_3603	lcl|NZ_CP051263.1_prot_WP_000779792.1_4017	lcl|NC_011601.1_prot_WP_000779792.1_3985	lcl|NC_011745.1_prot_WP_000779792.1_4142	lcl|CU928161.2_prot_CAR05218.1_3844	lcl|NC_013654.1_prot_WP_000779792.1_3503	lcl|NC_007946.1_prot_WP_000779792.1_3840
9	9	0.938	lcl|NC_008253.1_prot_WP_000785931.1_2360	lcl|CP001671.1_prot_ADN47202.1_2583	lcl|NZ_CP028310.1_prot_WP_000785931.1_2401	lcl|NZ_CP051263.1_prot_WP_000785920.1_2660	lcl|NC_011601.1_prot_WP_000785931.1_2675	lcl|NC_011745.1_prot_WP_000785920.1_2765	lcl|CU928161.2_prot_CAR03848.1_2475	lcl|NC_013654.1_prot_WP_000785931.1_2309	lcl|NC_007946.1_prot_WP_000785931.1_2551
9	9	0.938	lcl|NC_008253.1_prot_WP_000789500.1_2278	lcl|CP001671.1_prot_ADN47121.1_2502	lcl|NZ_CP028310.1_prot_WP_000789500.1_2319	lcl|NZ_CP051263.1_prot_WP_000789507.1_2578	lcl|NC_011601.1_prot_WP_000789507.1_2515	lcl|NC_011745.1_prot_WP_000789507.1_2687	lcl|CU928161.2_prot_CAR03710.1_2337	lcl|NC_013654.1_prot_WP_000789507.1_2221	lcl|NC_007946.1_prot_WP_000789507.1_2411
9	9	0.938	lcl|NC_008253.1_prot_WP_000792973.1_431	lcl|CP001671.1_prot_ADN45062.1_443	lcl|NZ_CP028310.1_prot_WP_000792970.1_425	lcl|NZ_CP051263.1_prot_WP_000792973.1_431	lcl|NC_011601.1_prot_WP_000792973.1_324	lcl|NC_011745.1_prot_WP_000792973.1_392	lcl|CU928161.2_prot_CAR01726.1_356	lcl|NC_013654.1_prot_WP_000792973.1_352	lcl|NC_007946.1_prot_WP_000792973.1_376
9	9	0.938	lcl|NC_008253.1_prot_WP_000796345.1_4040	lcl|CP001671.1_prot_ADN48842.1_4223	lcl|NZ_CP028310.1_prot_WP_000796332.1_3935	lcl|NZ_CP051263.1_prot_WP_000796345.1_4430	lcl|NC_011601.1_prot_WP_000796345.1_4382	lcl|NC_011745.1_prot_WP_000796345.1_4475	lcl|CU928161.2_prot_CAR05554.1_4182	lcl|NC_013654.1_prot_WP_000796342.1_3855	lcl|NC_007946.1_prot_WP_000796344.1_4176
9	9	0.938	lcl|NC_008253.1_prot_WP_000796460.1_91	lcl|CP001671.1_prot_ADN44707.1_88	lcl|NZ_CP028310.1_prot_WP_000796467.1_143	lcl|NZ_CP051263.1_prot_WP_000796461.1_96	lcl|NC_011601.1_prot_WP_000796458.1_93	lcl|NC_011745.1_prot_WP_000796461.1_93	lcl|CU928161.2_prot_CAR01457.1_90	lcl|NC_013654.1_prot_WP_000796460.1_95	lcl|NC_007946.1_prot_WP_000796460.1_93
9	9	0.938	lcl|NC_008253.1_prot_WP_000797555.1_1834	lcl|CP001671.1_prot_ADN46698.1_2079	lcl|NZ_CP028310.1_prot_WP_000797560.1_1928	lcl|NZ_CP051263.1_prot_WP_000797555.1_2119	lcl|NC_011601.1_prot_WP_000797555.1_2113	lcl|NC_011745.1_prot_WP_000797560.1_2128	lcl|CU928161.2_prot_CAR03264.1_1892	lcl|NC_013654.1_prot_WP_000797555.1_1810	lcl|NC_007946.1_prot_WP_000797555.1_1977
9	9	0.938	lcl|NC_008253.1_prot_WP_000802080.1_3187	lcl|CP001671.1_prot_ADN48034.1_3415	lcl|NZ_CP028310.1_prot_WP_000802080.1_3176	lcl|NZ_CP051263.1_prot_WP_000802080.1_3581	lcl|NC_011601.1_prot_WP_000802080.1_3578	lcl|NC_011745.1_prot_WP_000802080.1_3713	lcl|CU928161.2_prot_CAR04775.1_3401	lcl|NC_013654.1_prot_WP_000802080.1_3071	lcl|NC_007946.1_prot_WP_000802080.1_3371
