# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	E24377A.fasta	IAI1.fasta	SE11.fasta	Sb227.fasta	Ss046.fasta	W.fasta
9	9	0.847	lcl|AP010960.1_prot_BAI36711.1_2875	lcl|AP010953.1_prot_BAI26282.1_3070	lcl|AP010958.1_prot_BAI31408.1_2633	lcl|CP000800.1_prot_ABV17611.1_2342	lcl|NC_011741.1_prot_WP_000182053.1_2179	lcl|NC_011415.1_prot_WP_000182053.1_2438	lcl|CP000036.1_prot_ABB66743.1_2011	lcl|CP000038.1_prot_AAZ88864.1_2067	lcl|NC_017635.1_prot_WP_000182053.1_2335
9	9	0.847	lcl|AP010960.1_prot_BAI36719.1_2886	lcl|AP010953.1_prot_BAI26292.1_3080	lcl|AP010958.1_prot_BAI31418.1_2643	lcl|CP000800.1_prot_ABV19255.1_2351	lcl|NC_011741.1_prot_WP_000091263.1_2189	lcl|NC_011415.1_prot_WP_000091263.1_2448	lcl|CP000036.1_prot_ABB66732.1_2000	lcl|CP000038.1_prot_AAZ88874.1_2077	lcl|NC_017635.1_prot_WP_000091263.1_2345
9	9	0.847	lcl|AP010960.1_prot_BAI36728.1_2895	lcl|AP010953.1_prot_BAI26301.1_3089	lcl|AP010958.1_prot_BAI31426.1_2653	lcl|CP000800.1_prot_ABV17201.1_2360	lcl|NC_011741.1_prot_WP_000470573.1_2198	lcl|NC_011415.1_prot_WP_000470573.1_2457	lcl|CP000036.1_prot_ABB66724.1_1992	lcl|CP000038.1_prot_AAZ88882.1_2085	lcl|NC_017635.1_prot_WP_000470611.1_2354
9	9	0.847	lcl|AP010960.1_prot_BAI36729.1_2896	lcl|AP010953.1_prot_BAI26302.1_3090	lcl|AP010958.1_prot_BAI31427.1_2654	lcl|CP000800.1_prot_ABV19077.1_2361	lcl|NC_011741.1_prot_WP_001296836.1_2199	lcl|NC_011415.1_prot_WP_001330842.1_2458	lcl|CP000036.1_prot_ABB66723.1_1991	lcl|CP000038.1_prot_AAZ88883.1_2086	lcl|NC_017635.1_prot_WP_001349933.1_2355
9	9	0.847	lcl|AP010960.1_prot_BAI36764.1_2933	lcl|AP010953.1_prot_BAI26335.1_3123	lcl|AP010958.1_prot_BAI31443.1_2672	lcl|CP000800.1_prot_ABV19884.1_2379	lcl|NC_011741.1_prot_WP_001026422.1_2216	lcl|NC_011415.1_prot_WP_001026418.1_2475	lcl|CP000036.1_prot_ABB66688.1_1956	lcl|CP000038.1_prot_AAZ88902.1_2105	lcl|NC_017635.1_prot_WP_001026418.1_2372
9	9	0.847	lcl|AP010960.1_prot_BAI36773.1_2942	lcl|AP010953.1_prot_BAI26344.1_3132	lcl|AP010958.1_prot_BAI31452.1_2681	lcl|CP000800.1_prot_ABV17335.1_2388	lcl|NC_011741.1_prot_WP_000778057.1_2225	lcl|NC_011415.1_prot_WP_000778067.1_2484	lcl|CP000036.1_prot_ABB66679.1_1947	lcl|CP000038.1_prot_AAZ88911.1_2114	lcl|NC_017635.1_prot_WP_000778057.1_2381
9	9	0.847	lcl|AP010960.1_prot_BAI36777.1_2946	lcl|AP010953.1_prot_BAI26348.1_3136	lcl|AP010958.1_prot_BAI31456.1_2685	lcl|CP000800.1_prot_ABV19484.1_2391	lcl|NC_011741.1_prot_WP_000712249.1_2229	lcl|NC_011415.1_prot_WP_000712252.1_2488	lcl|CP000036.1_prot_ABB66676.1_1944	lcl|CP000038.1_prot_AAZ88914.1_2117	lcl|NC_017635.1_prot_WP_000712252.1_2385
9	9	0.847	lcl|AP010960.1_prot_BAI36813.1_2984	lcl|AP010953.1_prot_BAI26433.1_3225	lcl|AP010958.1_prot_BAI31472.1_2701	lcl|CP000800.1_prot_ABV16577.1_2410	lcl|NC_011741.1_prot_WP_000990754.1_2245	lcl|NC_011415.1_prot_WP_000990754.1_2504	lcl|CP000036.1_prot_ABB66643.1_1911	lcl|CP000038.1_prot_AAZ88936.1_2139	lcl|NC_017635.1_prot_WP_000990754.1_2401
9	9	0.847	lcl|AP010960.1_prot_BAI36815.1_2986	lcl|AP010953.1_prot_BAI26435.1_3227	lcl|AP010958.1_prot_BAI31474.1_2703	lcl|CP000800.1_prot_ABV18444.1_2414	lcl|NC_011741.1_prot_WP_001075177.1_2248	lcl|NC_011415.1_prot_WP_001075177.1_2507	lcl|CP000036.1_prot_ABB66640.1_1908	lcl|CP000038.1_prot_AAZ88938.1_2141	lcl|NC_017635.1_prot_WP_001075177.1_2404
9	9	0.847	lcl|AP010960.1_prot_BAI36820.1_2991	lcl|AP010953.1_prot_BAI26440.1_3232	lcl|AP010958.1_prot_BAI31479.1_2708	lcl|CP000800.1_prot_ABV19599.1_2419	lcl|NC_011741.1_prot_WP_000768973.1_2254	lcl|NC_011415.1_prot_WP_000779084.1_2513	lcl|CP000036.1_prot_ABB66636.1_1904	lcl|CP000038.1_prot_AAZ88945.1_2148	lcl|NC_017635.1_prot_WP_000779091.1_2411
9	9	0.847	lcl|AP010960.1_prot_BAI36829.1_3001	lcl|AP010953.1_prot_BAI26449.1_3242	lcl|AP010958.1_prot_BAI31488.1_2718	lcl|CP000800.1_prot_ABV21050.1_2430	lcl|NC_011741.1_prot_WP_001297077.1_2264	lcl|NC_011415.1_prot_WP_001297077.1_2523	lcl|CP000036.1_prot_ABB66853.1_2121	lcl|CP000038.1_prot_AAZ88958.1_2161	lcl|NC_017635.1_prot_WP_001297077.1_2421
9	9	0.847	lcl|AP010960.1_prot_BAI36832.1_3006	lcl|AP010953.1_prot_BAI26453.1_3246	lcl|AP010958.1_prot_BAI31492.1_2722	lcl|CP000800.1_prot_ABV17216.1_2434	lcl|NC_011741.1_prot_WP_000169737.1_2268	lcl|NC_011415.1_prot_WP_000169737.1_2527	lcl|CP000036.1_prot_ABB66857.1_2125	lcl|CP000038.1_prot_AAZ88962.1_2165	lcl|NC_017635.1_prot_WP_000169728.1_2425
9	9	0.847	lcl|AP010960.1_prot_BAI36838.1_3012	lcl|AP010953.1_prot_BAI26459.1_3252	lcl|AP010958.1_prot_BAI31498.1_2728	lcl|CP000800.1_prot_ABV19793.1_2440	lcl|NC_011741.1_prot_WP_001255609.1_2274	lcl|NC_011415.1_prot_WP_001255609.1_2533	lcl|CP000036.1_prot_ABB66862.1_2130	lcl|CP000038.1_prot_AAZ88967.1_2170	lcl|NC_017635.1_prot_WP_001255603.1_2431
9	9	0.847	lcl|AP010960.1_prot_BAI36855.1_3029	lcl|AP010953.1_prot_BAI26476.1_3269	lcl|AP010958.1_prot_BAI31512.1_2745	lcl|CP000800.1_prot_ABV19293.1_2455	lcl|NC_011741.1_prot_WP_000172749.1_2290	lcl|NC_011415.1_prot_WP_000172749.1_2549	lcl|CP000036.1_prot_ABB66878.1_2146	lcl|CP000038.1_prot_AAZ88983.1_2186	lcl|NC_017635.1_prot_WP_000172749.1_2447
9	9	0.847	lcl|AP010960.1_prot_BAI36859.1_3033	lcl|AP010953.1_prot_BAI26480.1_3273	lcl|AP010958.1_prot_BAI31516.1_2749	lcl|CP000800.1_prot_ABV16682.1_2459	lcl|NC_011741.1_prot_WP_000545042.1_2294	lcl|NC_011415.1_prot_WP_000545042.1_2553	lcl|CP000036.1_prot_ABB66882.1_2150	lcl|CP000038.1_prot_AAZ88987.1_2190	lcl|NC_017635.1_prot_WP_000545042.1_2451
9	9	0.847	lcl|AP010960.1_prot_BAI36876.1_3051	lcl|AP010953.1_prot_BAI26498.1_3291	lcl|AP010958.1_prot_BAI31534.1_2767	lcl|CP000800.1_prot_ABV20046.1_2478	lcl|NC_011741.1_prot_WP_000068457.1_2312	lcl|NC_011415.1_prot_WP_000068457.1_2571	lcl|CP000036.1_prot_ABB66901.1_2169	lcl|CP000038.1_prot_AAZ89004.1_2207	lcl|NC_017635.1_prot_WP_000068457.1_2469
9	9	0.847	lcl|AP010960.1_prot_BAI36881.1_3056	lcl|AP010953.1_prot_BAI26503.1_3296	lcl|AP010958.1_prot_BAI31539.1_2772	lcl|CP000800.1_prot_ABV20576.1_2483	lcl|NC_011741.1_prot_WP_000965518.1_2317	lcl|NC_011415.1_prot_WP_000965518.1_2631	lcl|CP000036.1_prot_ABB66908.1_2176	lcl|CP000038.1_prot_AAZ89009.1_2212	lcl|NC_017635.1_prot_WP_000965518.1_2474
9	9	0.847	lcl|AP010960.1_prot_BAI36886.1_3061	lcl|AP010953.1_prot_BAI26508.1_3301	lcl|AP010958.1_prot_BAI31544.1_2777	lcl|CP000800.1_prot_ABV18127.1_2488	lcl|NC_011741.1_prot_WP_000262113.1_2322	lcl|NC_011415.1_prot_WP_000262113.1_2636	lcl|CP000036.1_prot_ABB66913.1_2181	lcl|CP000038.1_prot_AAZ89014.1_2217	lcl|NC_017635.1_prot_WP_000262113.1_2479
9	9	0.847	lcl|AP010960.1_prot_BAI36996.1_3178	lcl|AP010953.1_prot_BAI26701.1_3501	lcl|AP010958.1_prot_BAI31733.1_2967	lcl|CP000800.1_prot_ABV19906.1_2609	lcl|NC_011741.1_prot_WP_000582960.1_2435	lcl|NC_011415.1_prot_WP_000582978.1_2753	lcl|CP000036.1_prot_ABB67026.1_2294	lcl|CP000038.1_prot_AAZ89167.1_2370	lcl|NC_017635.1_prot_WP_000582977.1_2649
9	9	0.847	lcl|AP010960.1_prot_BAI37018.1_3200	lcl|AP010953.1_prot_BAI26723.1_3523	lcl|AP010958.1_prot_BAI31755.1_2989	lcl|CP000800.1_prot_ABV19630.1_2633	lcl|NC_011741.1_prot_WP_001297320.1_2458	lcl|NC_011415.1_prot_WP_001297320.1_2776	lcl|CP000036.1_prot_ABB67044.1_2312	lcl|CP000038.1_prot_AAZ89187.1_2390	lcl|NC_017635.1_prot_WP_001297320.1_2672
9	9	0.847	lcl|AP010960.1_prot_BAI37026.1_3208	lcl|AP010953.1_prot_BAI26731.1_3531	lcl|AP010958.1_prot_BAI31761.1_3000	lcl|CP000800.1_prot_ABV16807.1_2639	lcl|NC_011741.1_prot_WP_000147987.1_2466	lcl|NC_011415.1_prot_WP_000147987.1_2784	lcl|CP000036.1_prot_ABB67053.1_2321	lcl|CP000038.1_prot_AAZ89195.1_2398	lcl|NC_017635.1_prot_WP_000147987.1_2680
9	9	0.847	lcl|AP010960.1_prot_BAI37039.1_3223	lcl|AP010953.1_prot_BAI26744.1_3546	lcl|AP010958.1_prot_BAI31773.1_3016	lcl|CP000800.1_prot_ABV20545.1_2652	lcl|NC_011741.1_prot_WP_001295474.1_2480	lcl|NC_011415.1_prot_WP_012565160.1_2798	lcl|CP000036.1_prot_ABB67065.1_2333	lcl|CP000038.1_prot_AAZ89209.1_2412	lcl|NC_017635.1_prot_WP_001295474.1_2694
9	9	0.847	lcl|AP010960.1_prot_BAI37055.1_3239	lcl|AP010953.1_prot_BAI26760.1_3562	lcl|AP010958.1_prot_BAI31789.1_3032	lcl|CP000800.1_prot_ABV20634.1_2668	lcl|NC_011741.1_prot_WP_000551809.1_2497	lcl|NC_011415.1_prot_WP_000551807.1_2815	lcl|CP000036.1_prot_ABB67083.1_2351	lcl|CP000038.1_prot_AAZ89225.1_2428	lcl|NC_017635.1_prot_WP_000551807.1_2711
9	9	0.847	lcl|AP010960.1_prot_BAI37058.1_3242	lcl|AP010953.1_prot_BAI26763.1_3565	lcl|AP010958.1_prot_BAI31792.1_3035	lcl|CP000800.1_prot_ABV18956.1_2671	lcl|NC_011741.1_prot_WP_000963837.1_2500	lcl|NC_011415.1_prot_WP_000963837.1_2818	lcl|CP000036.1_prot_ABB67086.1_2354	lcl|CP000038.1_prot_AAZ89228.1_2431	lcl|NC_017635.1_prot_WP_000963837.1_2714
9	9	0.847	lcl|AP010960.1_prot_BAI37066.1_3250	lcl|AP010953.1_prot_BAI26771.1_3573	lcl|AP010958.1_prot_BAI31800.1_3043	lcl|CP000800.1_prot_ABV19329.1_2679	lcl|NC_011741.1_prot_WP_001196613.1_2509	lcl|NC_011415.1_prot_WP_001196613.1_2827	lcl|CP000036.1_prot_ABB67094.1_2362	lcl|CP000038.1_prot_AAZ89236.1_2439	lcl|NC_017635.1_prot_WP_001196613.1_2723
9	9	0.847	lcl|AP010960.1_prot_BAI37095.1_3283	lcl|AP010953.1_prot_BAI26802.1_3604	lcl|AP010958.1_prot_BAI31831.1_3078	lcl|CP000800.1_prot_ABV17686.1_2710	lcl|NC_011741.1_prot_WP_000970114.1_2540	lcl|NC_011415.1_prot_WP_000970110.1_2858	lcl|CP000036.1_prot_ABB67128.1_2396	lcl|CP000038.1_prot_AAZ89264.1_2467	lcl|NC_017635.1_prot_WP_000970139.1_2754
9	9	0.847	lcl|AP010960.1_prot_BAI37106.1_3294	lcl|AP010953.1_prot_BAI26813.1_3615	lcl|AP010958.1_prot_BAI31897.1_3146	lcl|CP000800.1_prot_ABV18031.1_2722	lcl|NC_011741.1_prot_WP_000002542.1_2602	lcl|NC_011415.1_prot_WP_000002542.1_2870	lcl|CP000036.1_prot_ABB67139.1_2407	lcl|CP000038.1_prot_AAZ89314.1_2517	lcl|NC_017635.1_prot_WP_000002542.1_2766
9	9	0.847	lcl|AP010960.1_prot_BAI37116.1_3305	lcl|AP010953.1_prot_BAI26824.1_3626	lcl|AP010958.1_prot_BAI31909.1_3158	lcl|CP000800.1_prot_ABV21004.1_2734	lcl|NC_011741.1_prot_WP_000627807.1_2615	lcl|NC_011415.1_prot_WP_000627807.1_2882	lcl|CP000036.1_prot_ABB67153.1_2421	lcl|CP000038.1_prot_AAZ89326.1_2529	lcl|NC_017635.1_prot_WP_000627807.1_2778
9	9	0.847	lcl|AP010960.1_prot_BAI37121.1_3310	lcl|AP010953.1_prot_BAI26829.1_3631	lcl|AP010958.1_prot_BAI31914.1_3163	lcl|CP000800.1_prot_ABV18992.1_2739	lcl|NC_011741.1_prot_WP_000082964.1_2620	lcl|NC_011415.1_prot_WP_000082949.1_2887	lcl|CP000036.1_prot_ABB67158.1_2426	lcl|CP000038.1_prot_AAZ89331.1_2534	lcl|NC_017635.1_prot_WP_000082969.1_2783
9	9	0.847	lcl|AP010960.1_prot_BAI37133.1_3322	lcl|AP010953.1_prot_BAI26841.1_3643	lcl|AP010958.1_prot_BAI31926.1_3175	lcl|CP000800.1_prot_ABV21027.1_2751	lcl|NC_011741.1_prot_WP_001168054.1_2633	lcl|NC_011415.1_prot_WP_001168054.1_2900	lcl|CP000036.1_prot_ABB67176.1_2444	lcl|CP000038.1_prot_AAZ89369.1_2572	lcl|NC_017635.1_prot_WP_001168044.1_2796
9	9	0.847	lcl|AP010960.1_prot_BAI37145.1_3334	lcl|AP010953.1_prot_BAI26853.1_3655	lcl|AP010958.1_prot_BAI31939.1_3188	lcl|CP000800.1_prot_ABV20707.1_2764	lcl|NC_011741.1_prot_WP_001296310.1_2645	lcl|NC_011415.1_prot_WP_001296310.1_2912	lcl|CP000036.1_prot_ABB67276.1_2544	lcl|CP000038.1_prot_AAZ89387.1_2590	lcl|NC_017635.1_prot_WP_001296310.1_2808
9	9	0.847	lcl|AP010960.1_prot_BAI37151.1_3340	lcl|AP010953.1_prot_BAI26859.1_3661	lcl|AP010958.1_prot_BAI31945.1_3194	lcl|CP000800.1_prot_ABV17024.1_2770	lcl|NC_011741.1_prot_WP_000162574.1_2651	lcl|NC_011415.1_prot_WP_000162574.1_2918	lcl|CP000036.1_prot_ABB67282.1_2550	lcl|CP000038.1_prot_AAZ89360.1_2563	lcl|NC_017635.1_prot_WP_000162574.1_2814
9	9	0.847	lcl|AP010960.1_prot_BAI37212.1_3406	lcl|AP010953.1_prot_BAI26944.1_3751	lcl|AP010958.1_prot_BAI31974.1_3223	lcl|CP000800.1_prot_ABV19410.1_2826	lcl|NC_011741.1_prot_WP_000119763.1_2682	lcl|NC_011415.1_prot_WP_000119763.1_2948	lcl|CP000036.1_prot_ABB67355.1_2623	lcl|CP000038.1_prot_AAZ89437.1_2640	lcl|NC_017635.1_prot_WP_000119763.1_2844
9	9	0.847	lcl|AP010960.1_prot_BAI37220.1_3414	lcl|AP010953.1_prot_BAI26952.1_3759	lcl|AP010958.1_prot_BAI31982.1_3231	lcl|CP000800.1_prot_ABV20553.1_2834	lcl|NC_011741.1_prot_WP_000906486.1_2690	lcl|NC_011415.1_prot_WP_000906486.1_2956	lcl|CP000036.1_prot_ABB67347.1_2615	lcl|CP000038.1_prot_AAZ89445.1_2648	lcl|NC_017635.1_prot_WP_000906486.1_2854
9	9	0.847	lcl|AP010960.1_prot_BAI37312.1_3506	lcl|AP010953.1_prot_BAI27043.1_3852	lcl|AP010958.1_prot_BAI32072.1_3325	lcl|CP000800.1_prot_ABV20825.1_2935	lcl|NC_011741.1_prot_WP_000254745.1_2785	lcl|NC_011415.1_prot_WP_000254745.1_3048	lcl|CP000036.1_prot_ABB67200.1_2468	lcl|CP000038.1_prot_AAZ89538.1_2741	lcl|NC_017635.1_prot_WP_000254738.1_2947
9	9	0.847	lcl|AP010960.1_prot_BAI37317.1_3513	lcl|AP010953.1_prot_BAI27049.1_3858	lcl|AP010958.1_prot_BAI32078.1_3331	lcl|CP000800.1_prot_ABV19471.1_2941	lcl|NC_011741.1_prot_WP_000211768.1_2791	lcl|NC_011415.1_prot_WP_000211758.1_3054	lcl|CP000036.1_prot_ABB67206.1_2474	lcl|CP000038.1_prot_AAZ89544.1_2747	lcl|NC_017635.1_prot_WP_000211812.1_2953
9	9	0.847	lcl|AP010960.1_prot_BAI37319.1_3515	lcl|AP010953.1_prot_BAI27051.1_3860	lcl|AP010958.1_prot_BAI32080.1_3333	lcl|CP000800.1_prot_ABV19559.1_2943	lcl|NC_011741.1_prot_WP_000807750.1_2793	lcl|NC_011415.1_prot_WP_000807750.1_3056	lcl|CP000036.1_prot_ABB67208.1_2476	lcl|CP000038.1_prot_AAZ89546.1_2749	lcl|NC_017635.1_prot_WP_000807753.1_2955
9	9	0.847	lcl|AP010960.1_prot_BAI37341.1_3537	lcl|AP010953.1_prot_BAI27073.1_3882	lcl|AP010958.1_prot_BAI32102.1_3355	lcl|CP000800.1_prot_ABV20013.1_2967	lcl|NC_011741.1_prot_WP_000117734.1_2815	lcl|NC_011415.1_prot_WP_000117728.1_3078	lcl|CP000036.1_prot_ABB67229.1_2497	lcl|CP000038.1_prot_AAZ89567.1_2770	lcl|NC_017635.1_prot_WP_000117728.1_2977
9	9	0.847	lcl|AP010960.1_prot_BAI37348.1_3546	lcl|AP010953.1_prot_BAI27081.1_3890	lcl|AP010958.1_prot_BAI32124.1_3377	lcl|CP000800.1_prot_ABV18140.1_2984	lcl|NC_011741.1_prot_WP_000237948.1_2818	lcl|NC_011415.1_prot_WP_000237947.1_3081	lcl|CP000036.1_prot_ABB67238.1_2506	lcl|CP000038.1_prot_AAZ89570.1_2773	lcl|NC_017635.1_prot_WP_000237948.1_3009
9	9	0.847	lcl|AP010960.1_prot_BAI37353.1_3551	lcl|AP010953.1_prot_BAI27086.1_3895	lcl|AP010958.1_prot_BAI32129.1_3382	lcl|CP000800.1_prot_ABV19574.1_2989	lcl|NC_011741.1_prot_WP_001276478.1_2823	lcl|NC_011415.1_prot_WP_001276477.1_3086	lcl|CP000036.1_prot_ABB67243.1_2511	lcl|CP000038.1_prot_AAZ89575.1_2778	lcl|NC_017635.1_prot_WP_001276478.1_3014
9	9	0.847	lcl|AP010960.1_prot_BAI37375.1_3573	lcl|AP010953.1_prot_BAI27108.1_3917	lcl|AP010958.1_prot_BAI32151.1_3404	lcl|CP000800.1_prot_ABV18978.1_3012	lcl|NC_011741.1_prot_WP_000656022.1_2845	lcl|NC_011415.1_prot_WP_000656045.1_3108	lcl|CP000036.1_prot_ABB67264.1_2532	lcl|CP000038.1_prot_AAZ89598.1_2801	lcl|NC_017635.1_prot_WP_000656029.1_3036
9	9	0.847	lcl|AP010960.1_prot_BAI37393.1_3603	lcl|AP010953.1_prot_BAI27139.1_3954	lcl|AP010958.1_prot_BAI32177.1_3440	lcl|CP000800.1_prot_ABV19886.1_3033	lcl|NC_011741.1_prot_WP_001272558.1_2871	lcl|NC_011415.1_prot_WP_001272558.1_3135	lcl|CP000036.1_prot_ABB67624.1_2892	lcl|CP000038.1_prot_AAZ89608.1_2811	lcl|NC_017635.1_prot_WP_001272558.1_3063
9	9	0.847	lcl|AP010960.1_prot_BAI37402.1_3612	lcl|AP010953.1_prot_BAI27148.1_3963	lcl|AP010958.1_prot_BAI32186.1_3449	lcl|CP000800.1_prot_ABV17621.1_3042	lcl|NC_011741.1_prot_WP_000037992.1_2880	lcl|NC_011415.1_prot_WP_000037992.1_3144	lcl|CP000036.1_prot_ABB67614.1_2882	lcl|CP000038.1_prot_AAZ89616.1_2819	lcl|NC_017635.1_prot_WP_000037992.1_3072
9	9	0.847	lcl|AP010960.1_prot_BAI37420.1_3630	lcl|AP010953.1_prot_BAI27166.1_3981	lcl|AP010958.1_prot_BAI32204.1_3467	lcl|CP000800.1_prot_ABV16953.1_3060	lcl|NC_011741.1_prot_WP_000813215.1_2899	lcl|NC_011415.1_prot_WP_000813220.1_3163	lcl|CP000036.1_prot_ABB67604.1_2872	lcl|CP000038.1_prot_AAZ89634.1_2837	lcl|NC_017635.1_prot_WP_000813215.1_3091
9	9	0.847	lcl|AP010960.1_prot_BAI37423.1_3633	lcl|AP010953.1_prot_BAI27169.1_3984	lcl|AP010958.1_prot_BAI32207.1_3470	lcl|CP000800.1_prot_ABV20674.1_3063	lcl|NC_011741.1_prot_WP_001055870.1_2902	lcl|NC_011415.1_prot_WP_001055874.1_3166	lcl|CP000036.1_prot_ABB67601.1_2869	lcl|CP000038.1_prot_AAZ89637.1_2840	lcl|NC_017635.1_prot_WP_001055874.1_3094
9	9	0.847	lcl|AP010960.1_prot_BAI37429.1_3639	lcl|AP010953.1_prot_BAI27175.1_3990	lcl|AP010958.1_prot_BAI32214.1_3477	lcl|CP000800.1_prot_ABV17576.1_3070	lcl|NC_011741.1_prot_WP_001363803.1_2908	lcl|NC_011415.1_prot_WP_001307385.1_3172	lcl|CP000036.1_prot_ABB67595.1_2863	lcl|CP000038.1_prot_AAZ89643.1_2846	lcl|NC_017635.1_prot_WP_001307385.1_3100
9	9	0.847	lcl|AP010960.1_prot_BAI37431.1_3641	lcl|AP010953.1_prot_BAI27177.1_3992	lcl|AP010958.1_prot_BAI32216.1_3479	lcl|CP000800.1_prot_ABV16866.1_3072	lcl|NC_011741.1_prot_WP_000195058.1_2910	lcl|NC_011415.1_prot_WP_000195023.1_3174	lcl|CP000036.1_prot_ABB67594.1_2862	lcl|CP000038.1_prot_AAZ89645.1_2848	lcl|NC_017635.1_prot_WP_000195023.1_3102
9	9	0.847	lcl|AP010960.1_prot_BAI37437.1_3647	lcl|AP010953.1_prot_BAI27183.1_3998	lcl|AP010958.1_prot_BAI32222.1_3485	lcl|CP000800.1_prot_ABV18206.1_3079	lcl|NC_011741.1_prot_WP_001295378.1_2917	lcl|NC_011415.1_prot_WP_001295378.1_3181	lcl|CP000036.1_prot_ABB67588.1_2856	lcl|CP000038.1_prot_AAZ89651.1_2854	lcl|NC_017635.1_prot_WP_001295378.1_3109
9	9	0.847	lcl|AP010960.1_prot_BAI37438.1_3648	lcl|AP010953.1_prot_BAI27184.1_3999	lcl|AP010958.1_prot_BAI32223.1_3486	lcl|CP000800.1_prot_ABV18589.1_3080	lcl|NC_011741.1_prot_WP_001276008.1_2918	lcl|NC_011415.1_prot_WP_001276008.1_3182	lcl|CP000036.1_prot_ABB67587.1_2855	lcl|CP000038.1_prot_AAZ89652.1_2855	lcl|NC_017635.1_prot_WP_001276008.1_3110
9	9	0.847	lcl|AP010960.1_prot_BAI37457.1_3667	lcl|AP010953.1_prot_BAI27203.1_4018	lcl|AP010958.1_prot_BAI32241.1_3506	lcl|CP000800.1_prot_ABV20623.1_3101	lcl|NC_011741.1_prot_WP_000256969.1_2941	lcl|NC_011415.1_prot_WP_000256969.1_3205	lcl|CP000036.1_prot_ABB67568.1_2836	lcl|CP000038.1_prot_AAZ89671.1_2874	lcl|NC_017635.1_prot_WP_000256969.1_3133
9	9	0.847	lcl|AP010960.1_prot_BAI37474.1_3684	lcl|AP010953.1_prot_BAI27220.1_4035	lcl|AP010958.1_prot_BAI32251.1_3517	lcl|CP000800.1_prot_ABV21194.1_3119	lcl|NC_011741.1_prot_WP_000105566.1_2958	lcl|NC_011415.1_prot_WP_000105559.1_3215	lcl|CP000036.1_prot_ABB67558.1_2826	lcl|CP000038.1_prot_AAZ89678.1_2881	lcl|NC_017635.1_prot_WP_000105559.1_3143
9	9	0.847	lcl|AP010960.1_prot_BAI37489.1_3699	lcl|AP010953.1_prot_BAI27235.1_4050	lcl|AP010958.1_prot_BAI32265.1_3531	lcl|CP000800.1_prot_ABV17692.1_3135	lcl|NC_011741.1_prot_WP_000997795.1_2973	lcl|NC_011415.1_prot_WP_000997795.1_3230	lcl|CP000036.1_prot_ABB67546.1_2813	lcl|CP000038.1_prot_AAZ89691.1_2895	lcl|NC_017635.1_prot_WP_001349904.1_3158
9	9	0.847	lcl|AP010960.1_prot_BAI37490.1_3700	lcl|AP010953.1_prot_BAI27236.1_4051	lcl|AP010958.1_prot_BAI32266.1_3532	lcl|CP000800.1_prot_ABV18401.1_3136	lcl|NC_011741.1_prot_WP_001094831.1_2974	lcl|NC_011415.1_prot_WP_001094831.1_3231	lcl|CP000036.1_prot_ABB67544.1_2812	lcl|CP000038.1_prot_AAZ89693.1_2896	lcl|NC_017635.1_prot_WP_001094831.1_3159
9	9	0.847	lcl|AP010960.1_prot_BAI37499.1_3709	lcl|AP010953.1_prot_BAI27245.1_4060	lcl|AP010958.1_prot_BAI32275.1_3541	lcl|CP000800.1_prot_ABV18265.1_3142	lcl|NC_011741.1_prot_WP_000984796.1_2980	lcl|NC_011415.1_prot_WP_000984796.1_3237	lcl|CP000036.1_prot_ABB67538.1_2806	lcl|CP000038.1_prot_AAZ89817.1_3020	lcl|NC_017635.1_prot_WP_000984796.1_3165
9	9	0.847	lcl|AP010960.1_prot_BAI37603.1_3821	lcl|AP010953.1_prot_BAI27282.1_4099	lcl|AP010958.1_prot_BAI32396.1_3676	lcl|CP000800.1_prot_ABV18244.1_3288	lcl|NC_011741.1_prot_WP_000544952.1_3029	lcl|NC_011415.1_prot_WP_000544953.1_3286	lcl|CP000036.1_prot_ABB67390.1_2658	lcl|CP000038.1_prot_AAZ89720.1_2923	lcl|NC_017635.1_prot_WP_000544953.1_3214
9	9	0.847	lcl|AP010960.1_prot_BAI37617.1_3835	lcl|AP010953.1_prot_BAI27296.1_4113	lcl|AP010958.1_prot_BAI32410.1_3690	lcl|CP000800.1_prot_ABV19873.1_3304	lcl|NC_011741.1_prot_WP_000763931.1_3043	lcl|NC_011415.1_prot_WP_000763931.1_3300	lcl|CP000036.1_prot_ABB67512.1_2780	lcl|CP000038.1_prot_AAZ89735.1_2938	lcl|NC_017635.1_prot_WP_000763933.1_3228
9	9	0.847	lcl|AP010960.1_prot_BAI37620.1_3838	lcl|AP010953.1_prot_BAI27299.1_4116	lcl|AP010958.1_prot_BAI32413.1_3693	lcl|CP000800.1_prot_ABV17555.1_3307	lcl|NC_011741.1_prot_WP_001058807.1_3046	lcl|NC_011415.1_prot_WP_001058807.1_3303	lcl|CP000036.1_prot_ABB67514.1_2783	lcl|CP000038.1_prot_AAZ89737.1_2941	lcl|NC_017635.1_prot_WP_001058813.1_3231
