# Species	Genes	Alg.-Conn.	AC30.fasta	ATCC17978.fasta	ATCC19606.fasta	BJAB0715.fasta	D1279779.fasta	MDR-TJ.fasta	NCGM237.fasta	PKAB07.fasta	TYTH-1.fasta
9	9	0.893	lcl|CP007577.1_prot_AHX63744.1_77	lcl|NZ_CP033110.1_prot_WP_000174475.1_98	lcl|NZ_CP058289.1_prot_WP_000174475.1_3538	lcl|NC_021733.1_prot_WP_000174475.1_3701	lcl|NC_020547.2_prot_WP_000174475.1_3360	lcl|NC_017847.1_prot_WP_000174479.1_93	lcl|NZ_AP013357.1_prot_WP_000174475.1_112	lcl|CP006963.1_prot_AHJ95178.1_3732	lcl|NC_018706.1_prot_WP_000174475.1_121
9	9	0.893	lcl|CP007577.1_prot_AHX63788.1_121	lcl|NZ_CP033110.1_prot_WP_001265495.1_143	lcl|NZ_CP058289.1_prot_WP_001265491.1_3579	lcl|NC_021733.1_prot_WP_001265491.1_3652	lcl|NC_020547.2_prot_WP_001265491.1_3312	lcl|NC_017847.1_prot_WP_001265491.1_137	lcl|NZ_AP013357.1_prot_WP_001265488.1_159	lcl|CP006963.1_prot_AHJ95131.1_3684	lcl|NC_018706.1_prot_WP_001265491.1_72
9	9	0.893	lcl|CP007577.1_prot_AHX63792.1_125	lcl|NZ_CP033110.1_prot_WP_000057903.1_147	lcl|NZ_CP058289.1_prot_WP_000057904.1_3583	lcl|NC_021733.1_prot_WP_000057904.1_3648	lcl|NC_020547.2_prot_WP_000057904.1_3308	lcl|NC_017847.1_prot_WP_000057904.1_141	lcl|NZ_AP013357.1_prot_WP_000057903.1_163	lcl|CP006963.1_prot_AHJ95127.1_3680	lcl|NC_018706.1_prot_WP_000057904.1_68
9	9	0.893	lcl|CP007577.1_prot_AHX63939.1_272	lcl|NZ_CP033110.1_prot_WP_000367540.1_953	lcl|NZ_CP058289.1_prot_WP_000367531.1_656	lcl|NC_021733.1_prot_WP_000367540.1_2890	lcl|NC_020547.2_prot_WP_000367540.1_2571	lcl|NC_017847.1_prot_WP_000367539.1_860	lcl|NZ_AP013357.1_prot_WP_000367539.1_879	lcl|CP006963.1_prot_AHJ94248.1_2800	lcl|NC_018706.1_prot_WP_000367539.1_3037
9	9	0.893	lcl|CP007577.1_prot_AHX63967.1_300	lcl|NZ_CP033110.1_prot_WP_001273591.1_890	lcl|NZ_CP058289.1_prot_WP_001273591.1_627	lcl|NC_021733.1_prot_WP_001273591.1_2919	lcl|NC_020547.2_prot_WP_001273591.1_2600	lcl|NC_017847.1_prot_WP_001273591.1_831	lcl|NZ_AP013357.1_prot_WP_001273591.1_850	lcl|CP006963.1_prot_AHJ94277.1_2829	lcl|NC_018706.1_prot_WP_001273591.1_3066
9	9	0.893	lcl|CP007577.1_prot_AHX63972.1_305	lcl|NZ_CP033110.1_prot_WP_000836015.1_885	lcl|NZ_CP058289.1_prot_WP_000836015.1_622	lcl|NC_021733.1_prot_WP_000836015.1_2924	lcl|NC_020547.2_prot_WP_000836015.1_2605	lcl|NC_017847.1_prot_WP_000836015.1_826	lcl|NZ_AP013357.1_prot_WP_000836015.1_845	lcl|CP006963.1_prot_AHJ94282.1_2834	lcl|NC_018706.1_prot_WP_000836015.1_3071
9	9	0.893	lcl|CP007577.1_prot_AHX63985.1_318	lcl|NZ_CP033110.1_prot_WP_000114071.1_872	lcl|NZ_CP058289.1_prot_WP_000114071.1_609	lcl|NC_021733.1_prot_WP_000114071.1_2937	lcl|NC_020547.2_prot_WP_000114074.1_2618	lcl|NC_017847.1_prot_WP_000114076.1_813	lcl|NZ_AP013357.1_prot_WP_041114742.1_832	lcl|CP006963.1_prot_AHJ94294.1_2846	lcl|NC_018706.1_prot_WP_000114076.1_3084
9	9	0.893	lcl|CP007577.1_prot_AHX64004.1_337	lcl|NZ_CP033110.1_prot_WP_000025985.1_851	lcl|NZ_CP058289.1_prot_WP_000025985.1_589	lcl|NC_021733.1_prot_WP_000025985.1_2957	lcl|NC_020547.2_prot_WP_000025985.1_2638	lcl|NC_017847.1_prot_WP_000025985.1_793	lcl|NZ_AP013357.1_prot_WP_000025985.1_810	lcl|CP006963.1_prot_AHJ94313.1_2865	lcl|NC_018706.1_prot_WP_000025985.1_3104
9	9	0.893	lcl|CP007577.1_prot_AHX64074.1_407	lcl|NZ_CP033110.1_prot_WP_000289452.1_3156	lcl|NZ_CP058289.1_prot_WP_000289452.1_2921	lcl|NC_021733.1_prot_WP_000289452.1_507	lcl|NC_020547.2_prot_WP_000289452.1_457	lcl|NC_017847.1_prot_WP_000289452.1_3201	lcl|NZ_AP013357.1_prot_WP_000289452.1_3346	lcl|CP006963.1_prot_AHJ91966.1_501	lcl|NC_018706.1_prot_WP_000289452.1_727
9	9	0.893	lcl|CP007577.1_prot_AHX64124.1_457	lcl|NZ_CP033110.1_prot_WP_000862762.1_3206	lcl|NZ_CP058289.1_prot_WP_000862762.1_2981	lcl|NC_021733.1_prot_WP_000862762.1_456	lcl|NC_020547.2_prot_WP_000862762.1_406	lcl|NC_017847.1_prot_WP_000862762.1_3251	lcl|NZ_AP013357.1_prot_WP_041114842.1_3396	lcl|CP006963.1_prot_AHJ91913.1_447	lcl|NC_018706.1_prot_WP_000862762.1_677
9	9	0.893	lcl|CP007577.1_prot_AHX64203.1_536	lcl|NZ_CP033110.1_prot_WP_001987220.1_2384	lcl|NZ_CP058289.1_prot_WP_001984095.1_2053	lcl|NC_021733.1_prot_WP_001987220.1_1415	lcl|NC_020547.2_prot_WP_001987220.1_1312	lcl|NC_017847.1_prot_WP_001989322.1_2361	lcl|NZ_AP013357.1_prot_WP_001989322.1_2528	lcl|CP006963.1_prot_AHJ92783.1_1325	lcl|NC_018706.1_prot_WP_001989322.1_1644
9	9	0.893	lcl|CP007577.1_prot_AHX64278.1_611	lcl|NZ_CP033110.1_prot_WP_000052794.1_2458	lcl|NZ_CP058289.1_prot_WP_000052794.1_2186	lcl|NC_021733.1_prot_WP_000052794.1_1339	lcl|NC_020547.2_prot_WP_000052794.1_1235	lcl|NC_017847.1_prot_WP_000052794.1_2439	lcl|NZ_AP013357.1_prot_WP_000052794.1_2606	lcl|CP006963.1_prot_AHJ92708.1_1249	lcl|NC_018706.1_prot_WP_000052794.1_1568
9	9	0.893	lcl|CP007577.1_prot_AHX64310.1_643	lcl|NZ_CP033110.1_prot_WP_000447716.1_216	lcl|NZ_CP058289.1_prot_WP_005143485.1_20	lcl|NC_021733.1_prot_WP_000447716.1_3556	lcl|NC_020547.2_prot_WP_043961222.1_3220	lcl|NC_017847.1_prot_WP_002027017.1_212	lcl|NZ_AP013357.1_prot_WP_000447716.1_231	lcl|CP006963.1_prot_AHJ95057.1_3610	lcl|NC_018706.1_prot_WP_002027017.1_3701
9	9	0.893	lcl|CP007577.1_prot_AHX64327.1_660	lcl|NZ_CP033110.1_prot_WP_000081859.1_197	lcl|NZ_CP058289.1_prot_WP_000081859.1_3	lcl|NC_021733.1_prot_WP_000081859.1_3598	lcl|NC_020547.2_prot_WP_000081861.1_3258	lcl|NC_017847.1_prot_WP_000081859.1_195	lcl|NZ_AP013357.1_prot_WP_000081861.1_213	lcl|CP006963.1_prot_AHJ95074.1_3627	lcl|NC_018706.1_prot_WP_000081859.1_16
9	9	0.893	lcl|CP007577.1_prot_AHX64348.1_681	lcl|NZ_CP033110.1_prot_WP_001023261.1_177	lcl|NZ_CP058289.1_prot_WP_001023261.1_3613	lcl|NC_021733.1_prot_WP_001023261.1_3618	lcl|NC_020547.2_prot_WP_001023261.1_3278	lcl|NC_017847.1_prot_WP_001023261.1_174	lcl|NZ_AP013357.1_prot_WP_001023261.1_193	lcl|CP006963.1_prot_AHJ95095.1_3648	lcl|NC_018706.1_prot_WP_001023261.1_37
9	9	0.893	lcl|CP007577.1_prot_AHX64390.1_723	lcl|NZ_CP033110.1_prot_WP_109104877.1_2062	lcl|NZ_CP058289.1_prot_WP_100223320.1_1684	lcl|NC_021733.1_prot_WP_098722467.1_1773	lcl|NC_020547.2_prot_WP_085943453.1_1612	lcl|NC_017847.1_prot_WP_014538345.1_2008	lcl|NZ_AP013357.1_prot_WP_014538345.1_2171	lcl|CP006963.1_prot_AHJ93133.1_1677	lcl|NC_018706.1_prot_WP_014538345.1_1982
9	9	0.893	lcl|CP007577.1_prot_AHX64392.1_725	lcl|NZ_CP033110.1_prot_WP_000933387.1_2060	lcl|NZ_CP058289.1_prot_WP_000933387.1_1682	lcl|NC_021733.1_prot_WP_000933387.1_1775	lcl|NC_020547.2_prot_WP_000933387.1_1614	lcl|NC_017847.1_prot_WP_000933387.1_2006	lcl|NZ_AP013357.1_prot_WP_000933387.1_2169	lcl|CP006963.1_prot_AHJ93135.1_1679	lcl|NC_018706.1_prot_WP_000933387.1_1984
9	9	0.893	lcl|CP007577.1_prot_AHX64397.1_730	lcl|NZ_CP033110.1_prot_WP_002009183.1_2000	lcl|NZ_CP058289.1_prot_WP_001983904.1_1677	lcl|NC_021733.1_prot_WP_001983904.1_1780	lcl|NC_020547.2_prot_WP_002009183.1_1619	lcl|NC_017847.1_prot_WP_001983904.1_2001	lcl|NZ_AP013357.1_prot_WP_001983904.1_2106	lcl|CP006963.1_prot_AHJ93140.1_1684	lcl|NC_018706.1_prot_WP_001983904.1_1989
9	9	0.893	lcl|CP007577.1_prot_AHX64526.1_859	lcl|NZ_CP033110.1_prot_WP_000980437.1_1869	lcl|NZ_CP058289.1_prot_WP_000980438.1_1554	lcl|NC_021733.1_prot_WP_000980437.1_1911	lcl|NC_020547.2_prot_WP_000980434.1_1750	lcl|NC_017847.1_prot_WP_000980437.1_1870	lcl|NZ_AP013357.1_prot_WP_000980437.1_1973	lcl|CP006963.1_prot_AHJ93271.1_1815	lcl|NC_018706.1_prot_WP_000980437.1_2120
9	9	0.893	lcl|CP007577.1_prot_AHX64558.1_891	lcl|NZ_CP033110.1_prot_WP_000818995.1_3466	lcl|NZ_CP058289.1_prot_WP_000818997.1_3226	lcl|NC_021733.1_prot_WP_000818995.1_191	lcl|NC_020547.2_prot_WP_000818995.1_158	lcl|NC_017847.1_prot_WP_000818995.1_3540	lcl|NZ_AP013357.1_prot_WP_000818995.1_3662	lcl|CP006963.1_prot_AHJ91650.1_182	lcl|NC_018706.1_prot_WP_000818995.1_375
9	9	0.893	lcl|CP007577.1_prot_AHX64561.1_894	lcl|NZ_CP033110.1_prot_WP_000718586.1_3469	lcl|NZ_CP058289.1_prot_WP_000718586.1_3229	lcl|NC_021733.1_prot_WP_000718586.1_188	lcl|NC_020547.2_prot_WP_000718586.1_155	lcl|NC_017847.1_prot_WP_000718586.1_3543	lcl|NZ_AP013357.1_prot_WP_000718586.1_3665	lcl|CP006963.1_prot_AHJ91647.1_179	lcl|NC_018706.1_prot_WP_000718586.1_372
9	9	0.893	lcl|CP007577.1_prot_AHX64613.1_946	lcl|NZ_CP033110.1_prot_WP_001247568.1_3519	lcl|NZ_CP058289.1_prot_WP_001247568.1_3279	lcl|NC_021733.1_prot_WP_001247568.1_137	lcl|NC_020547.2_prot_WP_001247568.1_99	lcl|NC_017847.1_prot_WP_001247568.1_3599	lcl|NZ_AP013357.1_prot_WP_001247568.1_3716	lcl|CP006963.1_prot_AHJ91595.1_127	lcl|NC_018706.1_prot_WP_001247568.1_326
9	9	0.893	lcl|CP007577.1_prot_AHX64636.1_969	lcl|NZ_CP033110.1_prot_WP_011857993.1_3549	lcl|NZ_CP058289.1_prot_WP_171056823.1_3309	lcl|NC_021733.1_prot_WP_011857993.1_109	lcl|NC_020547.2_prot_WP_011857993.1_71	lcl|NC_017847.1_prot_WP_011857993.1_3627	lcl|NZ_AP013357.1_prot_WP_002000490.1_3742	lcl|CP006963.1_prot_AHJ91571.1_103	lcl|NC_018706.1_prot_WP_002000490.1_300
9	9	0.893	lcl|CP007577.1_prot_AHX64664.1_997	lcl|NZ_CP033110.1_prot_WP_000994552.1_3580	lcl|NZ_CP058289.1_prot_WP_000994548.1_3387	lcl|NC_021733.1_prot_WP_000994557.1_71	lcl|NC_020547.2_prot_WP_000994546.1_39	lcl|NC_017847.1_prot_WP_000994546.1_3660	lcl|NZ_AP013357.1_prot_WP_000994543.1_3776	lcl|CP006963.1_prot_AHJ91541.1_73	lcl|NC_018706.1_prot_WP_000994543.1_266
9	9	0.893	lcl|CP007577.1_prot_AHX64674.1_1007	lcl|NZ_CP033110.1_prot_WP_001173275.1_3590	lcl|NZ_CP058289.1_prot_WP_001173275.1_3397	lcl|NC_021733.1_prot_WP_001173275.1_61	lcl|NC_020547.2_prot_WP_001173275.1_29	lcl|NC_017847.1_prot_WP_001173275.1_3670	lcl|NZ_AP013357.1_prot_WP_001173271.1_3786	lcl|CP006963.1_prot_AHJ91531.1_63	lcl|NC_018706.1_prot_WP_001173271.1_256
9	9	0.893	lcl|CP007577.1_prot_AHX64676.1_1009	lcl|NZ_CP033110.1_prot_WP_000689552.1_3592	lcl|NZ_CP058289.1_prot_WP_000689552.1_3399	lcl|NC_021733.1_prot_WP_020752675.1_59	lcl|NC_020547.2_prot_WP_000689552.1_27	lcl|NC_017847.1_prot_WP_000689552.1_3672	lcl|NZ_AP013357.1_prot_WP_000689552.1_3788	lcl|CP006963.1_prot_AHJ91529.1_61	lcl|NC_018706.1_prot_WP_000689552.1_254
9	9	0.893	lcl|CP007577.1_prot_AHX64678.1_1011	lcl|NZ_CP033110.1_prot_WP_000183286.1_3594	lcl|NZ_CP058289.1_prot_WP_000183289.1_3401	lcl|NC_021733.1_prot_WP_000183286.1_57	lcl|NC_020547.2_prot_WP_000183283.1_25	lcl|NC_017847.1_prot_WP_000183283.1_3674	lcl|NZ_AP013357.1_prot_WP_000183291.1_3790	lcl|CP006963.1_prot_AHJ91527.1_59	lcl|NC_018706.1_prot_WP_000183291.1_252
9	9	0.893	lcl|CP007577.1_prot_AHX64683.1_1016	lcl|NZ_CP033110.1_prot_WP_001281039.1_3599	lcl|NZ_CP058289.1_prot_WP_001281022.1_3406	lcl|NC_021733.1_prot_WP_020752672.1_52	lcl|NC_020547.2_prot_WP_001281020.1_20	lcl|NC_017847.1_prot_WP_001281020.1_3679	lcl|NZ_AP013357.1_prot_WP_001281035.1_3795	lcl|CP006963.1_prot_AHJ91522.1_54	lcl|NC_018706.1_prot_WP_001281035.1_247
9	9	0.893	lcl|CP007577.1_prot_AHX64779.1_1112	lcl|NZ_CP033110.1_prot_WP_000080538.1_1638	lcl|NZ_CP058289.1_prot_WP_000080538.1_1335	lcl|NC_021733.1_prot_WP_000080538.1_2116	lcl|NC_020547.2_prot_WP_000080538.1_1956	lcl|NC_017847.1_prot_WP_000080538.1_1629	lcl|NZ_AP013357.1_prot_WP_000080538.1_1725	lcl|CP006963.1_prot_AHJ93526.1_2071	lcl|NC_018706.1_prot_WP_000080538.1_2361
9	9	0.893	lcl|CP007577.1_prot_AHX64781.1_1114	lcl|NZ_CP033110.1_prot_WP_001284535.1_1636	lcl|NZ_CP058289.1_prot_WP_001284535.1_1333	lcl|NC_021733.1_prot_WP_001284535.1_2118	lcl|NC_020547.2_prot_WP_001284535.1_1958	lcl|NC_017847.1_prot_WP_001284535.1_1627	lcl|NZ_AP013357.1_prot_WP_001284535.1_1723	lcl|CP006963.1_prot_AHJ93528.1_2073	lcl|NC_018706.1_prot_WP_001284535.1_2363
9	9	0.893	lcl|CP007577.1_prot_AHX64798.1_1131	lcl|NZ_CP033110.1_prot_WP_001983729.1_1619	lcl|NZ_CP058289.1_prot_WP_001983729.1_1316	lcl|NC_021733.1_prot_WP_001983729.1_2136	lcl|NC_020547.2_prot_WP_001983729.1_1975	lcl|NC_017847.1_prot_WP_001983729.1_1610	lcl|NZ_AP013357.1_prot_WP_001983729.1_1702	lcl|CP006963.1_prot_AHJ93545.1_2090	lcl|NC_018706.1_prot_WP_001983729.1_2380
9	9	0.893	lcl|CP007577.1_prot_AHX64819.1_1152	lcl|NZ_CP033110.1_prot_WP_000156920.1_1597	lcl|NZ_CP058289.1_prot_WP_000156920.1_1295	lcl|NC_021733.1_prot_WP_000156920.1_2159	lcl|NC_020547.2_prot_WP_000156920.1_1998	lcl|NC_017847.1_prot_WP_000156920.1_1588	lcl|NZ_AP013357.1_prot_WP_000156920.1_1680	lcl|CP006963.1_prot_AHJ93567.1_2113	lcl|NC_018706.1_prot_WP_000156920.1_2402
9	9	0.893	lcl|CP007577.1_prot_AHX64859.1_1192	lcl|NZ_CP033110.1_prot_WP_001037943.1_1558	lcl|NZ_CP058289.1_prot_WP_001037943.1_1255	lcl|NC_021733.1_prot_WP_001037943.1_2198	lcl|NC_020547.2_prot_WP_001037943.1_2037	lcl|NC_017847.1_prot_WP_001037943.1_1548	lcl|NZ_AP013357.1_prot_WP_001037943.1_1639	lcl|CP006963.1_prot_AHJ93605.1_2152	lcl|NC_018706.1_prot_WP_001037943.1_2442
9	9	0.893	lcl|CP007577.1_prot_AHX64947.1_1280	lcl|NZ_CP033110.1_prot_WP_000125378.1_1150	lcl|NZ_CP058289.1_prot_WP_000125378.1_834	lcl|NC_021733.1_prot_WP_000125377.1_2690	lcl|NC_020547.2_prot_WP_000125378.1_2378	lcl|NC_017847.1_prot_WP_000125378.1_1132	lcl|NZ_AP013357.1_prot_WP_000125378.1_1211	lcl|CP006963.1_prot_AHJ93981.1_2531	lcl|NC_018706.1_prot_WP_000125378.1_2794
9	9	0.893	lcl|CP007577.1_prot_AHX64956.1_1289	lcl|NZ_CP033110.1_prot_WP_001115740.1_1159	lcl|NZ_CP058289.1_prot_WP_001115740.1_843	lcl|NC_021733.1_prot_WP_001115740.1_2681	lcl|NC_020547.2_prot_WP_001115740.1_2369	lcl|NC_017847.1_prot_WP_001115740.1_1141	lcl|NZ_AP013357.1_prot_WP_001115740.1_1220	lcl|CP006963.1_prot_AHJ93972.1_2522	lcl|NC_018706.1_prot_WP_001115740.1_2785
9	9	0.893	lcl|CP007577.1_prot_AHX64959.1_1292	lcl|NZ_CP033110.1_prot_WP_000128669.1_1162	lcl|NZ_CP058289.1_prot_WP_000128669.1_846	lcl|NC_021733.1_prot_WP_000128669.1_2678	lcl|NC_020547.2_prot_WP_000128669.1_2366	lcl|NC_017847.1_prot_WP_000128669.1_1144	lcl|NZ_AP013357.1_prot_WP_000128669.1_1223	lcl|CP006963.1_prot_AHJ93969.1_2519	lcl|NC_018706.1_prot_WP_000128669.1_2782
9	9	0.893	lcl|CP007577.1_prot_AHX64965.1_1298	lcl|NZ_CP033110.1_prot_WP_000633135.1_1168	lcl|NZ_CP058289.1_prot_WP_000633123.1_923	lcl|NC_021733.1_prot_WP_038346720.1_2672	lcl|NC_020547.2_prot_WP_000633111.1_2359	lcl|NC_017847.1_prot_WP_000633124.1_1150	lcl|NZ_AP013357.1_prot_WP_033502965.1_1229	lcl|CP006963.1_prot_AHJ93963.1_2513	lcl|NC_018706.1_prot_WP_000633124.1_2776
9	9	0.893	lcl|CP007577.1_prot_AHX64968.1_1301	lcl|NZ_CP033110.1_prot_WP_002000718.1_1171	lcl|NZ_CP058289.1_prot_WP_002000718.1_926	lcl|NC_021733.1_prot_WP_002000718.1_2669	lcl|NC_020547.2_prot_WP_002000718.1_2356	lcl|NC_017847.1_prot_WP_002000718.1_1153	lcl|NZ_AP013357.1_prot_WP_002000718.1_1232	lcl|CP006963.1_prot_AHJ93959.1_2509	lcl|NC_018706.1_prot_WP_002000718.1_2773
9	9	0.893	lcl|CP007577.1_prot_AHX65006.1_1339	lcl|NZ_CP033110.1_prot_WP_001285359.1_1214	lcl|NZ_CP058289.1_prot_WP_001285361.1_964	lcl|NC_021733.1_prot_WP_001285359.1_2625	lcl|NC_020547.2_prot_WP_001285359.1_2313	lcl|NC_017847.1_prot_WP_001285359.1_1191	lcl|NZ_AP013357.1_prot_WP_001285359.1_1270	lcl|CP006963.1_prot_AHJ93921.1_2471	lcl|NC_018706.1_prot_WP_001285359.1_2735
9	9	0.893	lcl|CP007577.1_prot_AHX65011.1_1344	lcl|NZ_CP033110.1_prot_WP_000132181.1_1220	lcl|NZ_CP058289.1_prot_WP_000132180.1_970	lcl|NC_021733.1_prot_WP_000132180.1_2619	lcl|NC_020547.2_prot_WP_000132180.1_2307	lcl|NC_017847.1_prot_WP_000132179.1_1197	lcl|NZ_AP013357.1_prot_WP_000132179.1_1276	lcl|CP006963.1_prot_AHJ93916.1_2466	lcl|NC_018706.1_prot_WP_000132179.1_2729
9	9	0.893	lcl|CP007577.1_prot_AHX65052.1_1385	lcl|NZ_CP033110.1_prot_WP_000076440.1_2945	lcl|NZ_CP058289.1_prot_WP_000076440.1_2732	lcl|NC_021733.1_prot_WP_000076440.1_725	lcl|NC_020547.2_prot_WP_000076440.1_714	lcl|NC_017847.1_prot_WP_000076440.1_2975	lcl|NZ_AP013357.1_prot_WP_000076440.1_3089	lcl|CP006963.1_prot_AHJ92193.1_732	lcl|NC_018706.1_prot_WP_000076440.1_953
9	9	0.893	lcl|CP007577.1_prot_AHX65054.1_1387	lcl|NZ_CP033110.1_prot_WP_001047855.1_2943	lcl|NZ_CP058289.1_prot_WP_001047855.1_2730	lcl|NC_021733.1_prot_WP_001047855.1_727	lcl|NC_020547.2_prot_WP_001047855.1_716	lcl|NC_017847.1_prot_WP_001047855.1_2973	lcl|NZ_AP013357.1_prot_WP_001047855.1_3087	lcl|CP006963.1_prot_AHJ92195.1_734	lcl|NC_018706.1_prot_WP_001047855.1_955
9	9	0.893	lcl|CP007577.1_prot_AHX65063.1_1396	lcl|NZ_CP033110.1_prot_WP_000276693.1_2934	lcl|NZ_CP058289.1_prot_WP_000276693.1_2721	lcl|NC_021733.1_prot_WP_000276693.1_736	lcl|NC_020547.2_prot_WP_000276693.1_725	lcl|NC_017847.1_prot_WP_000276693.1_2964	lcl|NZ_AP013357.1_prot_WP_000276693.1_3078	lcl|CP006963.1_prot_AHJ92204.1_743	lcl|NC_018706.1_prot_WP_000276693.1_964
9	9	0.893	lcl|CP007577.1_prot_AHX65073.1_1406	lcl|NZ_CP033110.1_prot_WP_002000170.1_2923	lcl|NZ_CP058289.1_prot_WP_002000170.1_2711	lcl|NC_021733.1_prot_WP_002000170.1_746	lcl|NC_020547.2_prot_WP_002000170.1_736	lcl|NC_017847.1_prot_WP_002000170.1_2954	lcl|NZ_AP013357.1_prot_WP_002000170.1_3068	lcl|CP006963.1_prot_AHJ92214.1_753	lcl|NC_018706.1_prot_WP_002000170.1_974
9	9	0.893	lcl|CP007577.1_prot_AHX65284.1_1617	lcl|NZ_CP033110.1_prot_WP_000046497.1_3243	lcl|NZ_CP058289.1_prot_WP_000046495.1_3020	lcl|NC_021733.1_prot_WP_000046495.1_417	lcl|NC_020547.2_prot_WP_000046495.1_369	lcl|NC_017847.1_prot_WP_000046495.1_3290	lcl|NZ_AP013357.1_prot_WP_000046495.1_3435	lcl|CP006963.1_prot_AHJ91874.1_408	lcl|NC_018706.1_prot_WP_000046495.1_638
9	9	0.893	lcl|CP007577.1_prot_AHX65289.1_1622	lcl|NZ_CP033110.1_prot_WP_001138289.1_3248	lcl|NZ_CP058289.1_prot_WP_001138289.1_3025	lcl|NC_021733.1_prot_WP_001138289.1_411	lcl|NC_020547.2_prot_WP_015451379.1_363	lcl|NC_017847.1_prot_WP_001138289.1_3296	lcl|NZ_AP013357.1_prot_WP_001138289.1_3441	lcl|CP006963.1_prot_AHJ91869.1_403	lcl|NC_018706.1_prot_WP_001138289.1_632
9	9	0.893	lcl|CP007577.1_prot_AHX65331.1_1664	lcl|NZ_CP033110.1_prot_WP_001167533.1_3291	lcl|NZ_CP058289.1_prot_WP_001167533.1_3067	lcl|NC_021733.1_prot_WP_001167533.1_368	lcl|NC_020547.2_prot_WP_001167533.1_320	lcl|NC_017847.1_prot_WP_001167533.1_3338	lcl|NZ_AP013357.1_prot_WP_001167533.1_3483	lcl|CP006963.1_prot_AHJ91827.1_361	lcl|NC_018706.1_prot_WP_001167533.1_590
9	9	0.893	lcl|CP007577.1_prot_AHX65335.1_1668	lcl|NZ_CP033110.1_prot_WP_000777730.1_3295	lcl|NZ_CP058289.1_prot_WP_000777730.1_3071	lcl|NC_021733.1_prot_WP_000777730.1_364	lcl|NC_020547.2_prot_WP_000777730.1_316	lcl|NC_017847.1_prot_WP_000777730.1_3342	lcl|NZ_AP013357.1_prot_WP_000777730.1_3487	lcl|CP006963.1_prot_AHJ91823.1_357	lcl|NC_018706.1_prot_WP_000777730.1_586
9	9	0.893	lcl|CP007577.1_prot_AHX65347.1_1680	lcl|NZ_CP033110.1_prot_WP_001979301.1_3307	lcl|NZ_CP058289.1_prot_WP_001979301.1_3083	lcl|NC_021733.1_prot_WP_001979301.1_352	lcl|NC_020547.2_prot_WP_001979301.1_304	lcl|NC_017847.1_prot_WP_001979301.1_3354	lcl|NZ_AP013357.1_prot_WP_001979301.1_3499	lcl|CP006963.1_prot_AHJ91811.1_345	lcl|NC_018706.1_prot_WP_001979301.1_574
9	9	0.893	lcl|CP007577.1_prot_AHX65384.1_1717	lcl|NZ_CP033110.1_prot_WP_001074682.1_3344	lcl|NZ_CP058289.1_prot_WP_001074682.1_3119	lcl|NC_021733.1_prot_WP_001074682.1_316	lcl|NC_020547.2_prot_WP_001074682.1_267	lcl|NC_017847.1_prot_WP_001074682.1_3391	lcl|NZ_AP013357.1_prot_WP_001074682.1_3536	lcl|CP006963.1_prot_AHJ91773.1_307	lcl|NC_018706.1_prot_WP_001074682.1_537
9	9	0.893	lcl|CP007577.1_prot_AHX65385.1_1718	lcl|NZ_CP033110.1_prot_WP_000832994.1_3345	lcl|NZ_CP058289.1_prot_WP_000832994.1_3120	lcl|NC_021733.1_prot_WP_000832994.1_315	lcl|NC_020547.2_prot_WP_000832994.1_266	lcl|NC_017847.1_prot_WP_000832994.1_3392	lcl|NZ_AP013357.1_prot_WP_000832994.1_3537	lcl|CP006963.1_prot_AHJ91772.1_306	lcl|NC_018706.1_prot_WP_000832994.1_536
9	9	0.893	lcl|CP007577.1_prot_AHX65515.1_1848	lcl|NZ_CP033110.1_prot_WP_001235986.1_3608	lcl|NZ_CP058289.1_prot_WP_000765229.1_3415	lcl|NC_021733.1_prot_WP_020752670.1_43	lcl|NC_020547.2_prot_WP_000765235.1_3451	lcl|NC_017847.1_prot_WP_000765235.1_3688	lcl|NZ_AP013357.1_prot_WP_000765239.1_3804	lcl|CP006963.1_prot_AHJ91513.1_45	lcl|NC_018706.1_prot_WP_000765239.1_198
9	9	0.893	lcl|CP007577.1_prot_AHX65518.1_1851	lcl|NZ_CP033110.1_prot_WP_001062605.1_3611	lcl|NZ_CP058289.1_prot_WP_001062605.1_3418	lcl|NC_021733.1_prot_WP_001062605.1_40	lcl|NC_020547.2_prot_WP_001062605.1_3454	lcl|NC_017847.1_prot_WP_001062605.1_3691	lcl|NZ_AP013357.1_prot_WP_001062605.1_3807	lcl|CP006963.1_prot_AHJ91510.1_41	lcl|NC_018706.1_prot_WP_001062605.1_201
9	9	0.893	lcl|CP007577.1_prot_AHX65527.1_1861	lcl|NZ_CP033110.1_prot_WP_049594871.1_3620	lcl|NZ_CP058289.1_prot_WP_001266010.1_3427	lcl|NC_021733.1_prot_WP_001266006.1_31	lcl|NC_020547.2_prot_WP_001266015.1_3463	lcl|NC_017847.1_prot_WP_001266015.1_3700	lcl|NZ_AP013357.1_prot_WP_001266004.1_3816	lcl|CP006963.1_prot_AHJ91501.1_32	lcl|NC_018706.1_prot_WP_001266004.1_210
